shortName,FC,Significance,GeneName,Color
GGT7,0.19182672112501,0.144731809016325,,#D3D3D3
GOLGA8J,0.114809095635739,0.0841740743563047,,#D3D3D3
OTUD7B,1.13139837456089,1.55801155530666,,#DECAC2
MPDZ,-0.931000877902691,0.826053657423745,,#D3D3D3
ANGPTL4,-1.10065452923557,2.41203656120567,,#D55E00
APPL2,0.213432601194443,0.292905342543725,,#D3D3D3
TRAT1,1.38587312750854,1.79904475006092,,#DECAC2
SDAD1,0.412148070272903,0.686636518218792,,#D3D3D3
OPLAH,0.502868156310206,0.754842991284836,,#D3D3D3
RHBDD1,0.0777335271038282,0.161437999851702,,#D3D3D3
B4GALNT1,0.826385874801278,1.23780878091119,,#D3D3D3
HERC3,-0.364814946022428,0.940416918271232,,#D3D3D3
PET117,0.507304725915285,0.584427161325613,,#D3D3D3
CHST14,0.42387962492147,0.666646123914001,,#D3D3D3
DUSP3,-0.340906147675574,0.423768765216413,,#D3D3D3
HAND2,-0.232226698245625,0.174588222267181,,#D3D3D3
TUBGCP3,-0.139592962928604,0.184949029915588,,#D3D3D3
CDH19,0.244410358746332,0.211386093277228,,#D3D3D3
FDFT1,0.321783941626267,0.498717189222317,,#D3D3D3
SELENOH,0.311243745529069,0.739679963809572,,#D3D3D3
MAF1,-0.0320218959772057,0.0762550171109971,,#D3D3D3
JUN,-0.564488986719053,0.53337254439452,,#D3D3D3
FAM3A,0.00488174898582755,0.00713945490617106,,#D3D3D3
DBI,-0.225206243573001,1.35314459263847,,#D3D3D3
ELF1,0.291027793728265,0.975941558906855,,#D3D3D3
ARF6,0.419331523536319,1.94335294703088,,#D3D3D3
COX6A1,-0.0632733206359581,0.192143231440084,,#D3D3D3
DSE,0.301052025893769,0.200877026936569,,#D3D3D3
CRELD1,-1.01247573881476,1.73385708124101,,#D55E00
CALY,-0.30817327887499,0.259343631272302,,#D3D3D3
KRBA1,-0.854313313101461,0.800030105559117,,#D3D3D3
TRRAP,-0.139487219401255,0.378855488406258,,#D3D3D3
CBLB,0.870349847211465,3.00095175056454,,#DECAC2
STT3A,0.188882246329377,0.247806015305772,,#D3D3D3
HBM,0.185053057042119,0.172040369025558,,#D3D3D3
PLCG1,1.00082421719077,4.52712960499981,,#DECAC2
ANKRD62,0.647987653486045,0.649708823820365,,#D3D3D3
KRI1,0.546707223949171,1.16968154931429,,#D3D3D3
KMT2D,0.624010536010025,1.48822069703927,,#DECAC2
PTPN3,0.902957811240827,1.14488679744443,,#D3D3D3
ZNF641,-0.0889229745870023,0.117131962461631,,#D3D3D3
CIB3,0.546707223949171,0.819955807915092,,#D3D3D3
COQ5,0.0666981555098034,0.0527300342516394,,#D3D3D3
TIMM21,1.04892745369881,1.84039698990569,,#DECAC2
MBOAT2,-0.380333180087674,0.277039150293044,,#D3D3D3
PITX1,-0.243858086605102,0.217865098427746,,#D3D3D3
SIPA1,0.553176997258445,1.38833157003385,,#DECAC2
ARHGAP25,0.054199635749722,0.161050789643066,,#D3D3D3
CCDC92,-0.0413333554216623,0.0559473085800798,,#D3D3D3
KPNA7,-0.590838914393306,0.912388148049135,,#D3D3D3
C7,-0.341272336253921,0.274951496849149,,#D3D3D3
CYB561D2,0.401061300885744,0.380689930441903,,#D3D3D3
TTN,-0.437088523906877,0.424448246677606,,#D3D3D3
SDC2,-0.743858086605103,0.882472477313897,,#D3D3D3
DNAJB9,-1.09873858942926,1.24979893158227,,#D3D3D3
PLVAP,-0.417844272693471,0.544649461140336,,#D3D3D3
SEPTIN1,0.358461424753275,0.87656224809441,,#D3D3D3
RPS11,0.233617770643193,1.38439483213687,,#D3D3D3
IL11RA,0.949213473828978,1.18729199019905,,#D3D3D3
PCARE,-0.173614125198723,0.159884987362381,,#D3D3D3
GDPD1,0.519457435235357,0.683759316131332,,#D3D3D3
COMMD4,-0.104779102776295,0.214742764775837,,#D3D3D3
GPM6B,-0.116172763300815,0.0846872594063792,,#D3D3D3
CFAP97,-0.04623163787891,0.0851781481801824,,#D3D3D3
ZDHHC8,-0.100613296418271,0.206941089300497,,#D3D3D3
SH3TC1,0.426395149793253,0.901082088336263,,#D3D3D3
ZSCAN9,-0.0823494201891033,0.0952660288864057,,#D3D3D3
CDC42EP2,0.0815303714963458,0.0735930051388983,,#D3D3D3
SLAMF1,0.566093589592388,1.99454107099876,,#DECAC2
VPS26A,0.188839736458799,0.242871402420385,,#D3D3D3
PRPF8,0.325225638387448,0.489106606101327,,#D3D3D3
HS6ST1,-1.59464907402811,5.00786991830468,,#D55E00
SLC1A4,0.152900583304575,0.202829153108678,,#D3D3D3
UGT2B28,-0.239000362328515,0.22123961546526,,#D3D3D3
B3GAT2,-0.3111602635412,0.461284683913049,,#D3D3D3
UTP25,0.122653804578536,0.102932669674221,,#D3D3D3
ZNF384,0.589735332392834,1.74319670257496,,#DECAC2
TNFRSF10C,0.235720754857136,0.186562269812041,,#D3D3D3
MRPS25,0.523671200330008,2.00836300553221,,#DECAC2
SLC25A19,-0.0772915862275255,0.114403812671857,,#D3D3D3
ZSWIM9,0.0376325932787747,0.0409287417703348,,#D3D3D3
FRG2C,0.42333376958266,0.474451155425468,,#D3D3D3
ERAP1,0.123606079777602,0.323810117652275,,#D3D3D3
RPL6,0.213830517112959,2.56633709003747,,#D3D3D3
PINK1,-0.474839945541657,0.390447997483334,,#D3D3D3
PTP4A1,-0.0760474970367197,0.199274462548403,,#D3D3D3
GRB2,-0.00772819606798206,0.0300127894790139,,#D3D3D3
ARAP1,-0.264213078148585,0.554607662978253,,#D3D3D3
NAP1L5,0.0572675674487425,0.0686685949669825,,#D3D3D3
ZDHHC24,0.0368916091069094,0.0277573881998874,,#D3D3D3
LRRC42,-0.516708107281158,1.11832201157185,,#D3D3D3
DGKD,-0.014655836659408,0.0325726697753387,,#D3D3D3
LGALS12,-0.767321195902235,2.83844801756464,,#D55E00
CHST10,-0.233297743105531,0.432876700620984,,#D3D3D3
TPI1,0.161680090231493,1.12210340877634,,#D3D3D3
PPP2R3C,0.404749050379828,0.960648813251941,,#D3D3D3
FAM118A,0.296481893121433,0.643179950471649,,#D3D3D3
CDH9,-0.239000362328516,0.264107690303938,,#D3D3D3
EXO5,0.235524389657588,0.257619071786878,,#D3D3D3
CALD1,-1.55391261941703,4.56163597450047,,#D55E00
ANKS3,0.404303361330107,0.483783752610998,,#D3D3D3
BCL6,0.457023868013572,2.72995437295639,,#D3D3D3
STIMATE,0.196784611690685,0.207309058588995,,#D3D3D3
NAA25,0.144398793227771,0.161145140190986,,#D3D3D3
SLC25A1,0.0791822145091119,0.154768992399305,,#D3D3D3
SLC25A2,-0.0507865261710216,0.0421668712386201,,#D3D3D3
CBX5,0.0633152342314855,0.242271632845684,,#D3D3D3
SRC,0.201882664996255,0.393307852316775,,#D3D3D3
NLGN4Y,-0.222411083403363,0.181324092927403,,#D3D3D3
NFAT5,0.45977381732855,0.909031064073924,,#D3D3D3
CTNNBL1,0.180346797483238,0.540559557650537,,#D3D3D3
CST11,0.245481403606237,0.209510714510214,,#D3D3D3
MIGA1,0.336887507722243,0.314233515749205,,#D3D3D3
PRPF18,0.565763528904349,1.22962362753157,,#D3D3D3
GUCY2D,0.146916608626139,0.0969256421180547,,#D3D3D3
SCML4,0.799136086087464,0.781751351158422,,#D3D3D3
SNX10,0.16350588755129,0.288605320851969,,#D3D3D3
DEPDC1,-0.404982962606393,0.540209853629049,,#D3D3D3
DNAJC9,0.260476716870564,1.10323192946878,,#D3D3D3
DPEP3,-0.572333695661849,0.461642861981117,,#D3D3D3
ATN1,-0.255368741675908,0.392627497433644,,#D3D3D3
RNF157,-1.44380347741116,2.43930870564324,,#D55E00
GRHL3,-0.836494112448709,0.58638761696062,,#D3D3D3
RSL1D1,-0.21373032642348,0.864411297280778,,#D3D3D3
SLC15A1,0.0194574352353578,0.0217235794896141,,#D3D3D3
WFIKKN2,0.437481919180412,0.450165636281373,,#D3D3D3
TPBGL,0.685053057042119,0.702331863649998,,#D3D3D3
SIGLEC1,0.786333486578993,0.988551683133215,,#D3D3D3
H6PD,-0.227894163490135,0.284644036106299,,#D3D3D3
SAMSN1,-0.0846794247783922,0.173124704610793,,#D3D3D3
GAGE10,0.288774615906392,1.81981004544716,,#D3D3D3
GPRC5D,0.5339046244407,0.672991130744054,,#D3D3D3
OGT,0.225989282501516,0.334323210540003,,#D3D3D3
MXRA8,-0.0341972472458689,0.0302321344004566,,#D3D3D3
PRPS1,0.0800343718514724,0.173108961968325,,#D3D3D3
PARN,0.130693433728363,0.227968824243493,,#D3D3D3
MATN2,-0.518696988672985,0.997714775414004,,#D3D3D3
NEXN,-0.23160134243544,0.17149831068868,,#D3D3D3
TRAIP,-0.778427394740617,0.706964257042294,,#D3D3D3
PBX3,0.256330574976551,0.352345948875077,,#D3D3D3
FGF22,0.200571291107366,0.169028857579304,,#D3D3D3
E2F1,0.340405978328648,0.961719593868859,,#D3D3D3
SH2D4B,-0.352012346513956,0.356853711724157,,#D3D3D3
PLAGL1,-0.99175928515485,3.06112993137865,,#D55E00
PRAG1,0.174417481430439,0.22051808616171,,#D3D3D3
CENPQ,0.048623163755476,0.0431805307697453,,#D3D3D3
EIF2AK2,-0.0296668933319728,0.0621363451803389,,#D3D3D3
GTPBP4,0.0735280220523464,0.211602888105313,,#D3D3D3
COIL,0.345724540375796,0.93004846662827,,#D3D3D3
KLHL17,0.0332792686305144,0.0274520144132112,,#D3D3D3
DGKZ,0.845234036724062,2.02033475597267,,#DECAC2
IQCF1,-0.144493596874533,0.155378180517193,,#D3D3D3
MZB1,-0.384616207438703,0.386831357559228,,#D3D3D3
SMG6,-0.182688755869119,0.123160245675585,,#D3D3D3
THAP11,0.0330634739797444,0.0669190260888808,,#D3D3D3
CMSS1,-0.0214256688178487,0.0212712222710834,,#D3D3D3
ACRBP,-0.0587314014029075,0.0484944517078895,,#D3D3D3
OR13C9,-0.0908389143933062,0.0925613169086875,,#D3D3D3
CAPZA2,-0.320648108222008,0.7015186567061,,#D3D3D3
BLOC1S4,0.00558379086698038,0.00543952284045268,,#D3D3D3
NLGN4X,-0.609399099217923,0.658120136758644,,#D3D3D3
MAVS,0.375986563582059,1.30029789081773,,#D3D3D3
MTRFR,0.534057204889295,0.555752422339214,,#D3D3D3
PYY,0.175237442199858,0.121115538189249,,#D3D3D3
CYP2A6,0.218469992231491,0.593003818789891,,#D3D3D3
SLC41A1,0.029492589213834,0.0400573252796004,,#D3D3D3
TRABD2A,-0.442732432551258,1.18861536054515,,#D3D3D3
GEMIN2,0.476307076000449,0.759615261358041,,#D3D3D3
CDR2L,0.667859212199552,0.617548584744883,,#D3D3D3
THAP4,0.566905702051559,0.799216162785756,,#D3D3D3
ARMCX5,0.336201489643539,0.34228828510857,,#D3D3D3
FOXB2,0.975233340815192,1.62000647830619,,#DECAC2
INPP5K,0.41234588943131,0.905356736285265,,#D3D3D3
BEND5,-0.0780363148848342,0.0829820292134821,,#D3D3D3
MPPED2,-0.364814946022427,0.494140616809126,,#D3D3D3
KRTAP9-4,0.414143510550583,0.664279739809592,,#D3D3D3
COL27A1,-0.444489495489869,0.595927452743159,,#D3D3D3
CNGA1,0.819612210718386,0.993172859509779,,#D3D3D3
DHX36,0.481148101837952,1.79332290632348,,#D3D3D3
QKI,-0.835664531593594,4.96727448972224,,#D55E00
MYPN,0.853635663515092,1.08747338305833,,#D3D3D3
TFIP11,0.0921452162944896,0.105791626585351,,#D3D3D3
GSDMD,-0.767873518492446,2.30658700787133,,#D55E00
CCL26,0.0534808880320624,0.0332048508970212,,#D3D3D3
MKNK1,-0.0267395167741887,0.0204565301301416,,#D3D3D3
COL5A2,0.0017971114502993,0.00190987343017959,,#D3D3D3
HSDL2,-0.79624659539337,0.948741587279961,,#D3D3D3
MTERF1,-0.174685170058628,0.331379799638022,,#D3D3D3
BID,-0.0342296331538562,0.0351084871806068,,#D3D3D3
IFRD1,0.209744851700359,0.222336232512637,,#D3D3D3
FNDC3A,0.199847046061372,0.1420608320061,,#D3D3D3
RNF212,-0.00694745853205569,0.0038350132760508,,#D3D3D3
PIP4K2B,0.0480773084166656,0.0522641245095104,,#D3D3D3
CDX2,0.782546807162312,1.36462032115777,,#DECAC2
ATP2C1,0.0274002774901242,0.0528416847764905,,#D3D3D3
KIF13A,0.479645376042057,0.746124871352444,,#D3D3D3
SMAD3,1.37076956141256,1.47915130174552,,#DECAC2
CYP11A1,-0.141506612208323,0.0995741862200634,,#D3D3D3
COPG1,-0.726084086148279,3.66938308906618,,#D55E00
SESN1,0.215815019943238,0.610348013453313,,#D3D3D3
FAM47B,-0.296987579565234,0.630722417943089,,#D3D3D3
UNC5CL,-0.481613609624548,1.0605004504224,,#D3D3D3
KIF9,0.0183863903754524,0.0156826469567035,,#D3D3D3
CACNB4,-0.0284946280228832,0.0227731510673387,,#D3D3D3
SUGP2,0.393806951504454,1.25253838088915,,#D3D3D3
SOCS6,-0.50423182397528,0.466733476511873,,#D3D3D3
TSC22D3,0.0681630525866437,0.279894720186049,,#D3D3D3
NOP56,-0.0529435561061406,0.109223806911513,,#D3D3D3
ZBTB44,0.0352522610399944,0.0527316844619694,,#D3D3D3
TAF11,-0.0838249212814313,0.121312557128301,,#D3D3D3
DPEP2,0.097374921764188,0.0754902742396781,,#D3D3D3
BUD13,0.0274610210458491,0.0262399222764193,,#D3D3D3
STX18,-0.0348393014951379,0.0555123640746043,,#D3D3D3
CAPRIN1,-0.284963271285788,1.20853805192467,,#D3D3D3
CPT1A,-0.460262805333268,0.64429152589727,,#D3D3D3
IGSF3,-0.0723336956618494,0.0409889206796867,,#D3D3D3
KLF10,-0.180872982351904,0.214396618741775,,#D3D3D3
MPZL1,-0.0309316337503577,0.0772635987592406,,#D3D3D3
DPEP1,0.814654320152711,0.863742826439652,,#D3D3D3
PKIG,0.523244114652038,0.877688619779001,,#D3D3D3
AIM2,0.152515317074589,0.257273467494958,,#D3D3D3
PPFIBP1,-0.0753206803280603,0.0917323254680217,,#D3D3D3
PAQR7,-0.398893364912292,0.753633083062973,,#D3D3D3
ZFAND5,-1.03641884616739,3.86347198636951,,#D55E00
SPATA46,0.18804004170833,0.146598644899717,,#D3D3D3
NDRG4,0.205529181673041,0.309928070882859,,#D3D3D3
ARL4A,0.300910626787382,0.529774995818631,,#D3D3D3
ARL17B,0.274309141642196,0.850346874548026,,#D3D3D3
TRNP1,-0.053087492758527,0.0415907166798724,,#D3D3D3
SLC12A5,0.566012137431099,0.79649805624296,,#D3D3D3
TIPARP,0.208852694278693,0.437057604761664,,#D3D3D3
TUBD1,-0.206267493527932,0.2262229195332,,#D3D3D3
PRAC1,0.290054988165666,0.813417236684525,,#D3D3D3
BPIFB6,0.673321502393553,0.893396472216805,,#D3D3D3
RCSD1,0.296803081051044,0.975102927537916,,#D3D3D3
CTH,0.868309002633939,1.65003623571781,,#DECAC2
WSB2,0.174939856551128,0.854451889812797,,#D3D3D3
GTF2F1,-0.153410089312671,0.219093470649292,,#D3D3D3
SH3YL1,0.160164897184331,0.120481792114063,,#D3D3D3
MOCS1,-0.154309211716795,0.195874350025315,,#D3D3D3
DECR2,-0.00694745853205666,0.00628455350257515,,#D3D3D3
OR2T5,-0.115486745222111,0.131967583761734,,#D3D3D3
AMT,0.0973749217641874,0.0893981710485871,,#D3D3D3
NRIP1,0.18073995173785,0.175881622192318,,#D3D3D3
MYCL,0.260999637671484,0.263052025120443,,#D3D3D3
NUSAP1,-0.0613999511891491,0.171212806805437,,#D3D3D3
PLSCR1,-0.59422911892545,1.92587362568787,,#D55E00
ZDHHC16,0.0426491944230542,0.0561060872734725,,#D3D3D3
DNPH1,-0.362130142262966,0.524482634370904,,#D3D3D3
PAICS,-0.0952815197268154,0.138432013055588,,#D3D3D3
METTL17,0.458790260358364,1.1899850224493,,#D3D3D3
PIKFYVE,0.421270010175815,1.28226388240228,,#D3D3D3
DCDC2B,-0.0396008268612655,0.0200843536542399,,#D3D3D3
COPS5,0.180991421422256,0.390629751847867,,#D3D3D3
COL6A2,-1.53950021128211,6.83127434714405,,#D55E00
HACD4,-0.246921757342281,0.229980244342326,,#D3D3D3
TMEM140,0.159173352795801,0.267054620061327,,#D3D3D3
ABCA3,0.00423824077769984,0.0028146513545862,,#D3D3D3
C11orf65,0.0504939033658519,0.0422567819149409,,#D3D3D3
QRSL1,0.0183827187230348,0.0441448292099592,,#D3D3D3
SEC24C,0.337938672157118,0.477269050584725,,#D3D3D3
TLCD4,0.0504939033658521,0.0399214175821156,,#D3D3D3
CXCR4,0.506041665930496,3.60069976855843,,#DECAC2
TMEM275,0.248523354365607,0.459393605884832,,#D3D3D3
PIH1D1,0.430511889897974,0.587531997975131,,#D3D3D3
PRSS3,0.412148070272904,0.512195486208923,,#D3D3D3
FDCSP,-0.301024268978873,1.28678504859789,,#D3D3D3
TLX1,-0.0440128620881303,0.029404840142323,,#D3D3D3
MTUS2,-0.296441724226424,0.311337194600026,,#D3D3D3
PSMA3,0.0101531568996567,0.0129133861050719,,#D3D3D3
PTGER4,-0.931000877902691,3.22340569313288,,#D55E00
CRAMP1,0.731737710240908,1.12846486168281,,#D3D3D3
BHMT2,0.298065041227559,0.238297276748074,,#D3D3D3
APOA2,0.261624993481669,0.171565453497813,,#D3D3D3
CENPT,0.256250602847084,0.459024191529289,,#D3D3D3
PLA2G5,-0.0889229745870016,0.093211052449901,,#D3D3D3
SPINK13,-0.00993444319826647,0.00759303270274916,,#D3D3D3
ANKRD65,-1.01055979900845,2.1290599716222,,#D55E00
MXD4,0.0110613890064271,0.0207315794177986,,#D3D3D3
S100A10,-0.117987533882204,0.298574450090183,,#D3D3D3
RGS6,0.0349756693006052,0.0395960867123246,,#D3D3D3
ANKRD13D,0.507802566657759,0.603347292783748,,#D3D3D3
PIK3CD,0.295917705818025,1.02011794781805,,#D3D3D3
PRKDC,0.218222611803704,0.870823849418899,,#D3D3D3
NRDC,0.280322401408017,0.826196973659631,,#D3D3D3
HAND1,0.244410358746332,0.217774334874795,,#D3D3D3
RRP36,0.081674828799267,0.117968988100115,,#D3D3D3
SNX9,0.332829478196128,0.608425421959704,,#D3D3D3
SAAL1,-0.104325580290568,0.116429689408374,,#D3D3D3
MAGEH1,0.58147700964086,0.857553400670904,,#D3D3D3
VAMP5,0.264610996820813,0.716149845434044,,#D3D3D3
ARPP21,-0.45932171147641,0.36684922879587,,#D3D3D3
MAP4K5,-0.517992995101918,0.964521519653462,,#D3D3D3
MOGS,0.220947249449198,0.606829708012277,,#D3D3D3
CNNM4,-0.206267493527933,0.253355060847894,,#D3D3D3
RAB40C,-0.0284151275515092,0.0163197062899867,,#D3D3D3
