num,ROI_Name,X_position,Y_position,type,PathwayNameFull,Pathway_Value,PathwayName
547,Germinal center_ROI023,12921,26841,Germinal center,CD2; CD2 antigen,0.604372473,CD2  
548,Germinal center_ROI019,9260,15437,Germinal center,CD2; CD2 antigen,0.940297331,CD2  
549,Germinal center_ROI007,9503,34845,Germinal center,CD2; CD2 antigen,1.350951462,CD2  
550,Germinal center_ROI010,9318,33128,Germinal center,CD2; CD2 antigen,1.276037553,CD2  
551,Germinal center_ROI016,25388,26749,Germinal center,CD2; CD2 antigen,0.707365377,CD2  
552,Germinal center_ROI020,6925,16105,Germinal center,CD2; CD2 antigen,0.796255502,CD2  
553,Germinal center_ROI021,11177,16145,Germinal center,CD2; CD2 antigen,0.849101733,CD2  
554,Germinal center_ROI001,23975,27060,Germinal center,CD2; CD2 antigen,0.40342986,CD2  
555,Germinal center_ROI004,25384,18364,Germinal center,CD2; CD2 antigen,0.05090694,CD2  
556,Paracortex zone_ROI018,26014,26134,Paracortex zone,CD2; CD2 antigen,-0.064554772,CD2  
557,Paracortex zone_ROI003,23615,27609,Paracortex zone,CD2; CD2 antigen,-0.28596645,CD2  
558,Paracortex zone_ROI009,10097,34409,Paracortex zone,CD2; CD2 antigen,-2.417645518,CD2  
559,Paracortex zone_ROI015,20756,36279,Paracortex zone,CD2; CD2 antigen,-1.229615633,CD2  
560,Paracortex zone_ROI006,25105,18785,Paracortex zone,CD2; CD2 antigen,-0.01163887,CD2  
561,Paracortex zone_ROI012,10169,32873,Paracortex zone,CD2; CD2 antigen,-0.056761622,CD2  
562,Mantle zone_ROI008,9380,34978,Mantle zone,CD2; CD2 antigen,0.030622915,CD2  
563,Mantle zone_ROI014,22224,36621,Mantle zone,CD2; CD2 antigen,-0.066660432,CD2  
564,Mantle zone_ROI002,24303,27332,Mantle zone,CD2; CD2 antigen,-1.968032707,CD2  
565,Mantle zone_ROI005,25645,18105,Mantle zone,CD2; CD2 antigen,-1.469197857,CD2  
566,Mantle zone_ROI011,8967,33528,Mantle zone,CD2; CD2 antigen,0.138374751,CD2  
567,Mantle zone_ROI017,25314,27219,Mantle zone,CD2; CD2 antigen,-0.772076382,CD2  
595,Germinal center_ROI027,21345,12134,Germinal center,"CTLA4, CD152; cytotoxic T-lymphocyte-associated protein 4",-0.466624532,CTLA4
596,Germinal center_ROI026,27284,24303,Germinal center,"CTLA4, CD152; cytotoxic T-lymphocyte-associated protein 4",-0.636380816,CTLA4
597,Germinal center_ROI025,22106,13564,Germinal center,"CTLA4, CD152; cytotoxic T-lymphocyte-associated protein 4",1.500091198,CTLA4
598,Germinal center_ROI022,7333,20899,Germinal center,"CTLA4, CD152; cytotoxic T-lymphocyte-associated protein 4",0.920512168,CTLA4
599,Germinal center_ROI024,20423,22880,Germinal center,"CTLA4, CD152; cytotoxic T-lymphocyte-associated protein 4",0.485968633,CTLA4
600,Germinal center_ROI013,21798,36418,Germinal center,"CTLA4, CD152; cytotoxic T-lymphocyte-associated protein 4",1.014122147,CTLA4
601,Germinal center_ROI023,12921,26841,Germinal center,"CTLA4, CD152; cytotoxic T-lymphocyte-associated protein 4",0.004883174,CTLA4
602,Germinal center_ROI019,9260,15437,Germinal center,"CTLA4, CD152; cytotoxic T-lymphocyte-associated protein 4",1.159518753,CTLA4
603,Germinal center_ROI007,9503,34845,Germinal center,"CTLA4, CD152; cytotoxic T-lymphocyte-associated protein 4",0.893157647,CTLA4
604,Germinal center_ROI010,9318,33128,Germinal center,"CTLA4, CD152; cytotoxic T-lymphocyte-associated protein 4",2.036230682,CTLA4
605,Germinal center_ROI016,25388,26749,Germinal center,"CTLA4, CD152; cytotoxic T-lymphocyte-associated protein 4",1.041272749,CTLA4
606,Germinal center_ROI020,6925,16105,Germinal center,"CTLA4, CD152; cytotoxic T-lymphocyte-associated protein 4",0.7395087,CTLA4
607,Germinal center_ROI021,11177,16145,Germinal center,"CTLA4, CD152; cytotoxic T-lymphocyte-associated protein 4",1.249517379,CTLA4
608,Germinal center_ROI001,23975,27060,Germinal center,"CTLA4, CD152; cytotoxic T-lymphocyte-associated protein 4",0.043093413,CTLA4
609,Germinal center_ROI004,25384,18364,Germinal center,"CTLA4, CD152; cytotoxic T-lymphocyte-associated protein 4",0.373650157,CTLA4
610,Paracortex zone_ROI018,26014,26134,Paracortex zone,"CTLA4, CD152; cytotoxic T-lymphocyte-associated protein 4",-1.503329545,CTLA4
611,Paracortex zone_ROI003,23615,27609,Paracortex zone,"CTLA4, CD152; cytotoxic T-lymphocyte-associated protein 4",-1.022023423,CTLA4
612,Paracortex zone_ROI009,10097,34409,Paracortex zone,"CTLA4, CD152; cytotoxic T-lymphocyte-associated protein 4",-1.456497404,CTLA4
613,Paracortex zone_ROI015,20756,36279,Paracortex zone,"CTLA4, CD152; cytotoxic T-lymphocyte-associated protein 4",-1.176666328,CTLA4
614,Paracortex zone_ROI006,25105,18785,Paracortex zone,"CTLA4, CD152; cytotoxic T-lymphocyte-associated protein 4",-0.809971874,CTLA4
615,Paracortex zone_ROI012,10169,32873,Paracortex zone,"CTLA4, CD152; cytotoxic T-lymphocyte-associated protein 4",-1.465317524,CTLA4
616,Mantle zone_ROI008,9380,34978,Mantle zone,"CTLA4, CD152; cytotoxic T-lymphocyte-associated protein 4",-0.135601471,CTLA4
617,Mantle zone_ROI014,22224,36621,Mantle zone,"CTLA4, CD152; cytotoxic T-lymphocyte-associated protein 4",-0.568146541,CTLA4
618,Mantle zone_ROI002,24303,27332,Mantle zone,"CTLA4, CD152; cytotoxic T-lymphocyte-associated protein 4",-0.471082435,CTLA4
619,Mantle zone_ROI005,25645,18105,Mantle zone,"CTLA4, CD152; cytotoxic T-lymphocyte-associated protein 4",-0.307013821,CTLA4
620,Mantle zone_ROI011,8967,33528,Mantle zone,"CTLA4, CD152; cytotoxic T-lymphocyte-associated protein 4",-0.520522583,CTLA4
621,Mantle zone_ROI017,25314,27219,Mantle zone,"CTLA4, CD152; cytotoxic T-lymphocyte-associated protein 4",-0.922348504,CTLA4
622,Germinal center_ROI027,21345,12134,Germinal center,"Exosomal proteins of haemopoietic cells  (B-cell, T-cell, DC-cell, reticulocyte, and mast cell)",0.630883196,EXO-H
623,Germinal center_ROI026,27284,24303,Germinal center,"Exosomal proteins of haemopoietic cells  (B-cell, T-cell, DC-cell, reticulocyte, and mast cell)",0.871439292,EXO-H
624,Germinal center_ROI025,22106,13564,Germinal center,"Exosomal proteins of haemopoietic cells  (B-cell, T-cell, DC-cell, reticulocyte, and mast cell)",0.599212216,EXO-H
625,Germinal center_ROI022,7333,20899,Germinal center,"Exosomal proteins of haemopoietic cells  (B-cell, T-cell, DC-cell, reticulocyte, and mast cell)",0.798056843,EXO-H
626,Germinal center_ROI024,20423,22880,Germinal center,"Exosomal proteins of haemopoietic cells  (B-cell, T-cell, DC-cell, reticulocyte, and mast cell)",0.684704543,EXO-H
627,Germinal center_ROI013,21798,36418,Germinal center,"Exosomal proteins of haemopoietic cells  (B-cell, T-cell, DC-cell, reticulocyte, and mast cell)",0.885860733,EXO-H
628,Germinal center_ROI023,12921,26841,Germinal center,"Exosomal proteins of haemopoietic cells  (B-cell, T-cell, DC-cell, reticulocyte, and mast cell)",0.472170318,EXO-H
629,Germinal center_ROI019,9260,15437,Germinal center,"Exosomal proteins of haemopoietic cells  (B-cell, T-cell, DC-cell, reticulocyte, and mast cell)",0.779356634,EXO-H
630,Germinal center_ROI007,9503,34845,Germinal center,"Exosomal proteins of haemopoietic cells  (B-cell, T-cell, DC-cell, reticulocyte, and mast cell)",1.133970537,EXO-H
631,Germinal center_ROI010,9318,33128,Germinal center,"Exosomal proteins of haemopoietic cells  (B-cell, T-cell, DC-cell, reticulocyte, and mast cell)",0.918765313,EXO-H
632,Germinal center_ROI016,25388,26749,Germinal center,"Exosomal proteins of haemopoietic cells  (B-cell, T-cell, DC-cell, reticulocyte, and mast cell)",0.911356241,EXO-H
633,Germinal center_ROI020,6925,16105,Germinal center,"Exosomal proteins of haemopoietic cells  (B-cell, T-cell, DC-cell, reticulocyte, and mast cell)",0.823217655,EXO-H
634,Germinal center_ROI021,11177,16145,Germinal center,"Exosomal proteins of haemopoietic cells  (B-cell, T-cell, DC-cell, reticulocyte, and mast cell)",0.91559123,EXO-H
635,Germinal center_ROI001,23975,27060,Germinal center,"Exosomal proteins of haemopoietic cells  (B-cell, T-cell, DC-cell, reticulocyte, and mast cell)",0.846598132,EXO-H
636,Germinal center_ROI004,25384,18364,Germinal center,"Exosomal proteins of haemopoietic cells  (B-cell, T-cell, DC-cell, reticulocyte, and mast cell)",0.854560867,EXO-H
637,Paracortex zone_ROI018,26014,26134,Paracortex zone,"Exosomal proteins of haemopoietic cells  (B-cell, T-cell, DC-cell, reticulocyte, and mast cell)",-0.185659969,EXO-H
638,Paracortex zone_ROI003,23615,27609,Paracortex zone,"Exosomal proteins of haemopoietic cells  (B-cell, T-cell, DC-cell, reticulocyte, and mast cell)",-0.427174003,EXO-H
639,Paracortex zone_ROI009,10097,34409,Paracortex zone,"Exosomal proteins of haemopoietic cells  (B-cell, T-cell, DC-cell, reticulocyte, and mast cell)",-1.28788484,EXO-H
640,Paracortex zone_ROI015,20756,36279,Paracortex zone,"Exosomal proteins of haemopoietic cells  (B-cell, T-cell, DC-cell, reticulocyte, and mast cell)",-0.92692064,EXO-H
641,Paracortex zone_ROI006,25105,18785,Paracortex zone,"Exosomal proteins of haemopoietic cells  (B-cell, T-cell, DC-cell, reticulocyte, and mast cell)",-0.279768942,EXO-H
642,Paracortex zone_ROI012,10169,32873,Paracortex zone,"Exosomal proteins of haemopoietic cells  (B-cell, T-cell, DC-cell, reticulocyte, and mast cell)",-2.059151061,EXO-H
643,Mantle zone_ROI008,9380,34978,Mantle zone,"Exosomal proteins of haemopoietic cells  (B-cell, T-cell, DC-cell, reticulocyte, and mast cell)",-1.404266655,EXO-H
644,Mantle zone_ROI014,22224,36621,Mantle zone,"Exosomal proteins of haemopoietic cells  (B-cell, T-cell, DC-cell, reticulocyte, and mast cell)",-1.511105305,EXO-H
645,Mantle zone_ROI002,24303,27332,Mantle zone,"Exosomal proteins of haemopoietic cells  (B-cell, T-cell, DC-cell, reticulocyte, and mast cell)",-1.496067447,EXO-H
646,Mantle zone_ROI005,25645,18105,Mantle zone,"Exosomal proteins of haemopoietic cells  (B-cell, T-cell, DC-cell, reticulocyte, and mast cell)",-1.090689661,EXO-H
647,Mantle zone_ROI011,8967,33528,Mantle zone,"Exosomal proteins of haemopoietic cells  (B-cell, T-cell, DC-cell, reticulocyte, and mast cell)",-0.872144179,EXO-H
648,Mantle zone_ROI017,25314,27219,Mantle zone,"Exosomal proteins of haemopoietic cells  (B-cell, T-cell, DC-cell, reticulocyte, and mast cell)",-0.584911049,EXO-H
649,Germinal center_ROI027,21345,12134,Germinal center,Viral carcinogenesis,0.842297955,VIR-C
650,Germinal center_ROI026,27284,24303,Germinal center,Viral carcinogenesis,1.136777389,VIR-C
651,Germinal center_ROI025,22106,13564,Germinal center,Viral carcinogenesis,-0.232089573,VIR-C
652,Germinal center_ROI022,7333,20899,Germinal center,Viral carcinogenesis,1.116109337,VIR-C
653,Germinal center_ROI024,20423,22880,Germinal center,Viral carcinogenesis,0.414423553,VIR-C
654,Germinal center_ROI013,21798,36418,Germinal center,Viral carcinogenesis,1.058019667,VIR-C
655,Germinal center_ROI023,12921,26841,Germinal center,Viral carcinogenesis,0.234945735,VIR-C
656,Germinal center_ROI019,9260,15437,Germinal center,Viral carcinogenesis,0.996244342,VIR-C
657,Germinal center_ROI007,9503,34845,Germinal center,Viral carcinogenesis,0.843989787,VIR-C
658,Germinal center_ROI010,9318,33128,Germinal center,Viral carcinogenesis,0.651153627,VIR-C
659,Germinal center_ROI016,25388,26749,Germinal center,Viral carcinogenesis,0.800659166,VIR-C
660,Germinal center_ROI020,6925,16105,Germinal center,Viral carcinogenesis,0.874756433,VIR-C
661,Germinal center_ROI021,11177,16145,Germinal center,Viral carcinogenesis,1.039500927,VIR-C
662,Germinal center_ROI001,23975,27060,Germinal center,Viral carcinogenesis,1.043437698,VIR-C
663,Germinal center_ROI004,25384,18364,Germinal center,Viral carcinogenesis,0.918982228,VIR-C
664,Paracortex zone_ROI018,26014,26134,Paracortex zone,Viral carcinogenesis,-0.022485713,VIR-C
665,Paracortex zone_ROI003,23615,27609,Paracortex zone,Viral carcinogenesis,-0.564322695,VIR-C
666,Paracortex zone_ROI009,10097,34409,Paracortex zone,Viral carcinogenesis,-1.601042361,VIR-C
667,Paracortex zone_ROI015,20756,36279,Paracortex zone,Viral carcinogenesis,-0.518352606,VIR-C
668,Paracortex zone_ROI006,25105,18785,Paracortex zone,Viral carcinogenesis,-0.400159401,VIR-C
669,Paracortex zone_ROI012,10169,32873,Paracortex zone,Viral carcinogenesis,-1.887449764,VIR-C
670,Mantle zone_ROI008,9380,34978,Mantle zone,Viral carcinogenesis,-1.191494786,VIR-C
671,Mantle zone_ROI014,22224,36621,Mantle zone,Viral carcinogenesis,-1.092700256,VIR-C
672,Mantle zone_ROI002,24303,27332,Mantle zone,Viral carcinogenesis,-1.392930623,VIR-C
673,Mantle zone_ROI005,25645,18105,Mantle zone,Viral carcinogenesis,-1.419480561,VIR-C
674,Mantle zone_ROI011,8967,33528,Mantle zone,Viral carcinogenesis,-0.853980618,VIR-C
675,Mantle zone_ROI017,25314,27219,Mantle zone,Viral carcinogenesis,-0.794808886,VIR-C
676,Germinal center_ROI027,21345,12134,Germinal center,Primary immunodeficiency,0.371831444,PID  
677,Germinal center_ROI026,27284,24303,Germinal center,Primary immunodeficiency,1.115806266,PID  
678,Germinal center_ROI025,22106,13564,Germinal center,Primary immunodeficiency,1.708726122,PID  
679,Germinal center_ROI022,7333,20899,Germinal center,Primary immunodeficiency,1.203960993,PID  
680,Germinal center_ROI024,20423,22880,Germinal center,Primary immunodeficiency,1.575584484,PID  
681,Germinal center_ROI013,21798,36418,Germinal center,Primary immunodeficiency,0.625858805,PID  
682,Germinal center_ROI023,12921,26841,Germinal center,Primary immunodeficiency,-0.003282385,PID  
683,Germinal center_ROI019,9260,15437,Germinal center,Primary immunodeficiency,1.456168898,PID  
684,Germinal center_ROI007,9503,34845,Germinal center,Primary immunodeficiency,-0.32158328,PID  
685,Germinal center_ROI010,9318,33128,Germinal center,Primary immunodeficiency,0.078189784,PID  
686,Germinal center_ROI016,25388,26749,Germinal center,Primary immunodeficiency,-1.191809175,PID  
687,Germinal center_ROI020,6925,16105,Germinal center,Primary immunodeficiency,0.523735652,PID  
688,Germinal center_ROI021,11177,16145,Germinal center,Primary immunodeficiency,0.034120125,PID  
689,Germinal center_ROI001,23975,27060,Germinal center,Primary immunodeficiency,0.544517213,PID  
690,Germinal center_ROI004,25384,18364,Germinal center,Primary immunodeficiency,0.485797515,PID  
691,Paracortex zone_ROI018,26014,26134,Paracortex zone,Primary immunodeficiency,-0.900022619,PID  
692,Paracortex zone_ROI003,23615,27609,Paracortex zone,Primary immunodeficiency,-0.968306102,PID  
693,Paracortex zone_ROI009,10097,34409,Paracortex zone,Primary immunodeficiency,-1.881336329,PID  
694,Paracortex zone_ROI015,20756,36279,Paracortex zone,Primary immunodeficiency,-2.085889256,PID  
695,Paracortex zone_ROI006,25105,18785,Paracortex zone,Primary immunodeficiency,0.727424283,PID  
696,Paracortex zone_ROI012,10169,32873,Paracortex zone,Primary immunodeficiency,-0.003597128,PID  
697,Mantle zone_ROI008,9380,34978,Mantle zone,Primary immunodeficiency,-0.600620809,PID  
698,Mantle zone_ROI014,22224,36621,Mantle zone,Primary immunodeficiency,-0.170759949,PID  
699,Mantle zone_ROI002,24303,27332,Mantle zone,Primary immunodeficiency,-0.47882581,PID  
700,Mantle zone_ROI005,25645,18105,Mantle zone,Primary immunodeficiency,-1.410392866,PID  
701,Mantle zone_ROI011,8967,33528,Mantle zone,Primary immunodeficiency,-0.068246127,PID  
702,Mantle zone_ROI017,25314,27219,Mantle zone,Primary immunodeficiency,-0.36704975,PID  
703,Germinal center_ROI027,21345,12134,Germinal center,Viral myocarditis,-0.514649475,VIR-M
704,Germinal center_ROI026,27284,24303,Germinal center,Viral myocarditis,0.810478295,VIR-M
705,Germinal center_ROI025,22106,13564,Germinal center,Viral myocarditis,0.080548326,VIR-M
706,Germinal center_ROI022,7333,20899,Germinal center,Viral myocarditis,0.987781482,VIR-M
707,Germinal center_ROI024,20423,22880,Germinal center,Viral myocarditis,1.548021913,VIR-M
708,Germinal center_ROI013,21798,36418,Germinal center,Viral myocarditis,0.885794904,VIR-M
709,Germinal center_ROI023,12921,26841,Germinal center,Viral myocarditis,0.782682498,VIR-M
710,Germinal center_ROI019,9260,15437,Germinal center,Viral myocarditis,-0.06133655,VIR-M
711,Germinal center_ROI007,9503,34845,Germinal center,Viral myocarditis,0.485372106,VIR-M
712,Germinal center_ROI010,9318,33128,Germinal center,Viral myocarditis,1.08855427,VIR-M
713,Germinal center_ROI016,25388,26749,Germinal center,Viral myocarditis,-0.317854117,VIR-M
714,Germinal center_ROI020,6925,16105,Germinal center,Viral myocarditis,-0.436137191,VIR-M
715,Germinal center_ROI021,11177,16145,Germinal center,Viral myocarditis,-0.191361601,VIR-M
716,Germinal center_ROI001,23975,27060,Germinal center,Viral myocarditis,0.041480136,VIR-M
717,Germinal center_ROI004,25384,18364,Germinal center,Viral myocarditis,0.211393517,VIR-M
718,Paracortex zone_ROI018,26014,26134,Paracortex zone,Viral myocarditis,-1.693392255,VIR-M
719,Paracortex zone_ROI003,23615,27609,Paracortex zone,Viral myocarditis,0.335632833,VIR-M
720,Paracortex zone_ROI009,10097,34409,Paracortex zone,Viral myocarditis,-2.419321551,VIR-M
721,Paracortex zone_ROI015,20756,36279,Paracortex zone,Viral myocarditis,-1.767800917,VIR-M
722,Paracortex zone_ROI006,25105,18785,Paracortex zone,Viral myocarditis,1.378805096,VIR-M
723,Paracortex zone_ROI012,10169,32873,Paracortex zone,Viral myocarditis,-1.643288956,VIR-M
724,Mantle zone_ROI008,9380,34978,Mantle zone,Viral myocarditis,-0.620101154,VIR-M
725,Mantle zone_ROI014,22224,36621,Mantle zone,Viral myocarditis,-0.41321723,VIR-M
726,Mantle zone_ROI002,24303,27332,Mantle zone,Viral myocarditis,0.35985759,VIR-M
727,Mantle zone_ROI005,25645,18105,Mantle zone,Viral myocarditis,-0.370326868,VIR-M
728,Mantle zone_ROI011,8967,33528,Mantle zone,Viral myocarditis,0.909633974,VIR-M
729,Mantle zone_ROI017,25314,27219,Mantle zone,Viral myocarditis,0.542750926,VIR-M
730,Germinal center_ROI027,21345,12134,Germinal center,Epithelial cell signaling in Helicobacter pylori infection,0.208563086,H.PYL
731,Germinal center_ROI026,27284,24303,Germinal center,Epithelial cell signaling in Helicobacter pylori infection,-0.230995546,H.PYL
732,Germinal center_ROI025,22106,13564,Germinal center,Epithelial cell signaling in Helicobacter pylori infection,1.769593413,H.PYL
733,Germinal center_ROI022,7333,20899,Germinal center,Epithelial cell signaling in Helicobacter pylori infection,0.26356676,H.PYL
734,Germinal center_ROI024,20423,22880,Germinal center,Epithelial cell signaling in Helicobacter pylori infection,-0.358366107,H.PYL
735,Germinal center_ROI013,21798,36418,Germinal center,Epithelial cell signaling in Helicobacter pylori infection,0.70504405,H.PYL
736,Germinal center_ROI023,12921,26841,Germinal center,Epithelial cell signaling in Helicobacter pylori infection,0.287457774,H.PYL
737,Germinal center_ROI019,9260,15437,Germinal center,Epithelial cell signaling in Helicobacter pylori infection,0.64164863,H.PYL
738,Germinal center_ROI007,9503,34845,Germinal center,Epithelial cell signaling in Helicobacter pylori infection,0.656087651,H.PYL
739,Germinal center_ROI010,9318,33128,Germinal center,Epithelial cell signaling in Helicobacter pylori infection,0.736913065,H.PYL
740,Germinal center_ROI016,25388,26749,Germinal center,Epithelial cell signaling in Helicobacter pylori infection,0.910187609,H.PYL
741,Germinal center_ROI020,6925,16105,Germinal center,Epithelial cell signaling in Helicobacter pylori infection,-0.036884082,H.PYL
742,Germinal center_ROI021,11177,16145,Germinal center,Epithelial cell signaling in Helicobacter pylori infection,0.365817713,H.PYL
743,Germinal center_ROI001,23975,27060,Germinal center,Epithelial cell signaling in Helicobacter pylori infection,-0.382391447,H.PYL
744,Germinal center_ROI004,25384,18364,Germinal center,Epithelial cell signaling in Helicobacter pylori infection,0.507976267,H.PYL
745,Paracortex zone_ROI018,26014,26134,Paracortex zone,Epithelial cell signaling in Helicobacter pylori infection,-1.254965296,H.PYL
746,Paracortex zone_ROI003,23615,27609,Paracortex zone,Epithelial cell signaling in Helicobacter pylori infection,-1.095979759,H.PYL
747,Paracortex zone_ROI009,10097,34409,Paracortex zone,Epithelial cell signaling in Helicobacter pylori infection,-2.001238192,H.PYL
748,Paracortex zone_ROI015,20756,36279,Paracortex zone,Epithelial cell signaling in Helicobacter pylori infection,-3.014307309,H.PYL
749,Paracortex zone_ROI006,25105,18785,Paracortex zone,Epithelial cell signaling in Helicobacter pylori infection,0.302073931,H.PYL
750,Paracortex zone_ROI012,10169,32873,Paracortex zone,Epithelial cell signaling in Helicobacter pylori infection,-0.798860172,H.PYL
751,Mantle zone_ROI008,9380,34978,Mantle zone,Epithelial cell signaling in Helicobacter pylori infection,-0.001223234,H.PYL
752,Mantle zone_ROI014,22224,36621,Mantle zone,Epithelial cell signaling in Helicobacter pylori infection,0.783742458,H.PYL
753,Mantle zone_ROI002,24303,27332,Mantle zone,Epithelial cell signaling in Helicobacter pylori infection,0.505125878,H.PYL
754,Mantle zone_ROI005,25645,18105,Mantle zone,Epithelial cell signaling in Helicobacter pylori infection,0.21119342,H.PYL
755,Mantle zone_ROI011,8967,33528,Mantle zone,Epithelial cell signaling in Helicobacter pylori infection,1.076395426,H.PYL
756,Mantle zone_ROI017,25314,27219,Mantle zone,Epithelial cell signaling in Helicobacter pylori infection,-0.756175985,H.PYL
757,Germinal center_ROI027,21345,12134,Germinal center,B cell receptor signaling pathway,0.183976872,BCR  
758,Germinal center_ROI026,27284,24303,Germinal center,B cell receptor signaling pathway,0.11258378,BCR  
759,Germinal center_ROI025,22106,13564,Germinal center,B cell receptor signaling pathway,-0.147945973,BCR  
760,Germinal center_ROI022,7333,20899,Germinal center,B cell receptor signaling pathway,0.572268334,BCR  
761,Germinal center_ROI024,20423,22880,Germinal center,B cell receptor signaling pathway,-0.035214553,BCR  
762,Germinal center_ROI013,21798,36418,Germinal center,B cell receptor signaling pathway,0.12597265,BCR  
763,Germinal center_ROI023,12921,26841,Germinal center,B cell receptor signaling pathway,-0.334064917,BCR  
764,Germinal center_ROI019,9260,15437,Germinal center,B cell receptor signaling pathway,-0.184717367,BCR  
765,Germinal center_ROI007,9503,34845,Germinal center,B cell receptor signaling pathway,0.436090537,BCR  
766,Germinal center_ROI010,9318,33128,Germinal center,B cell receptor signaling pathway,0.37561196,BCR  
767,Germinal center_ROI016,25388,26749,Germinal center,B cell receptor signaling pathway,0.320787697,BCR  
768,Germinal center_ROI020,6925,16105,Germinal center,B cell receptor signaling pathway,0.414605983,BCR  
769,Germinal center_ROI021,11177,16145,Germinal center,B cell receptor signaling pathway,0.233354931,BCR  
770,Germinal center_ROI001,23975,27060,Germinal center,B cell receptor signaling pathway,0.20936097,BCR  
771,Germinal center_ROI004,25384,18364,Germinal center,B cell receptor signaling pathway,0.302193469,BCR  
772,Paracortex zone_ROI018,26014,26134,Paracortex zone,B cell receptor signaling pathway,-2.006299981,BCR  
773,Paracortex zone_ROI003,23615,27609,Paracortex zone,B cell receptor signaling pathway,-1.537271691,BCR  
774,Paracortex zone_ROI009,10097,34409,Paracortex zone,B cell receptor signaling pathway,-1.995633413,BCR  
775,Paracortex zone_ROI015,20756,36279,Paracortex zone,B cell receptor signaling pathway,-2.107825643,BCR  
776,Paracortex zone_ROI006,25105,18785,Paracortex zone,B cell receptor signaling pathway,-0.753612565,BCR  
777,Paracortex zone_ROI012,10169,32873,Paracortex zone,B cell receptor signaling pathway,-1.07957387,BCR  
778,Mantle zone_ROI008,9380,34978,Mantle zone,B cell receptor signaling pathway,1.228615755,BCR  
779,Mantle zone_ROI014,22224,36621,Mantle zone,B cell receptor signaling pathway,1.185421737,BCR  
780,Mantle zone_ROI002,24303,27332,Mantle zone,B cell receptor signaling pathway,1.301695282,BCR  
781,Mantle zone_ROI005,25645,18105,Mantle zone,B cell receptor signaling pathway,1.319448444,BCR  
782,Mantle zone_ROI011,8967,33528,Mantle zone,B cell receptor signaling pathway,1.025131087,BCR  
783,Mantle zone_ROI017,25314,27219,Mantle zone,B cell receptor signaling pathway,0.835040486,BCR  
784,Germinal center_ROI027,21345,12134,Germinal center,Intestinal immune network for IgA production,-0.009495025,IGA  
785,Germinal center_ROI026,27284,24303,Germinal center,Intestinal immune network for IgA production,0.051387462,IGA  
786,Germinal center_ROI025,22106,13564,Germinal center,Intestinal immune network for IgA production,1.116279481,IGA  
787,Germinal center_ROI022,7333,20899,Germinal center,Intestinal immune network for IgA production,1.309445636,IGA  
788,Germinal center_ROI024,20423,22880,Germinal center,Intestinal immune network for IgA production,0.762169679,IGA  
789,Germinal center_ROI013,21798,36418,Germinal center,Intestinal immune network for IgA production,0.466642555,IGA  
790,Germinal center_ROI023,12921,26841,Germinal center,Intestinal immune network for IgA production,-0.051746253,IGA  
791,Germinal center_ROI019,9260,15437,Germinal center,Intestinal immune network for IgA production,1.112711119,IGA  
792,Germinal center_ROI007,9503,34845,Germinal center,Intestinal immune network for IgA production,0.069395836,IGA  
793,Germinal center_ROI010,9318,33128,Germinal center,Intestinal immune network for IgA production,1.085189034,IGA  
794,Germinal center_ROI016,25388,26749,Germinal center,Intestinal immune network for IgA production,-0.645953176,IGA  
795,Germinal center_ROI020,6925,16105,Germinal center,Intestinal immune network for IgA production,0.357371632,IGA  
796,Germinal center_ROI021,11177,16145,Germinal center,Intestinal immune network for IgA production,0.432584527,IGA  
797,Germinal center_ROI001,23975,27060,Germinal center,Intestinal immune network for IgA production,0.008095814,IGA  
798,Germinal center_ROI004,25384,18364,Germinal center,Intestinal immune network for IgA production,0.183053984,IGA  
799,Paracortex zone_ROI018,26014,26134,Paracortex zone,Intestinal immune network for IgA production,-1.710227605,IGA  
800,Paracortex zone_ROI003,23615,27609,Paracortex zone,Intestinal immune network for IgA production,-1.241216185,IGA  
801,Paracortex zone_ROI009,10097,34409,Paracortex zone,Intestinal immune network for IgA production,-2.777851053,IGA  
802,Paracortex zone_ROI015,20756,36279,Paracortex zone,Intestinal immune network for IgA production,-2.008971858,IGA  
803,Paracortex zone_ROI006,25105,18785,Paracortex zone,Intestinal immune network for IgA production,-0.535158948,IGA  
804,Paracortex zone_ROI012,10169,32873,Paracortex zone,Intestinal immune network for IgA production,-0.805685439,IGA  
805,Mantle zone_ROI008,9380,34978,Mantle zone,Intestinal immune network for IgA production,0.014291295,IGA  
806,Mantle zone_ROI014,22224,36621,Mantle zone,Intestinal immune network for IgA production,0.86874798,IGA  
807,Mantle zone_ROI002,24303,27332,Mantle zone,Intestinal immune network for IgA production,0.505232516,IGA  
808,Mantle zone_ROI005,25645,18105,Mantle zone,Intestinal immune network for IgA production,0.590537437,IGA  
809,Mantle zone_ROI011,8967,33528,Mantle zone,Intestinal immune network for IgA production,0.132782358,IGA  
810,Mantle zone_ROI017,25314,27219,Mantle zone,Intestinal immune network for IgA production,0.720387196,IGA  
811,Germinal center_ROI027,21345,12134,Germinal center,CD4; CD4 antigen,0.496881016,CD4  
812,Germinal center_ROI026,27284,24303,Germinal center,CD4; CD4 antigen,0.408474415,CD4  
813,Germinal center_ROI025,22106,13564,Germinal center,CD4; CD4 antigen,0.508259787,CD4  
814,Germinal center_ROI022,7333,20899,Germinal center,CD4; CD4 antigen,0.527102953,CD4  
