num,ROI_Name,X_position,Y_position,type,PathwayNameFull,Pathway_Value,PathwayName
299,Germinal center_ROI026,27284,24303,Germinal center,"SELL; selectin, lymphocyte",0.302715886,SELL 
300,Germinal center_ROI025,22106,13564,Germinal center,"SELL; selectin, lymphocyte",-0.947846292,SELL 
301,Germinal center_ROI022,7333,20899,Germinal center,"SELL; selectin, lymphocyte",-1.649931708,SELL 
302,Germinal center_ROI024,20423,22880,Germinal center,"SELL; selectin, lymphocyte",-1.130453383,SELL 
303,Germinal center_ROI013,21798,36418,Germinal center,"SELL; selectin, lymphocyte",-0.925234933,SELL 
304,Germinal center_ROI023,12921,26841,Germinal center,"SELL; selectin, lymphocyte",-0.202344461,SELL 
305,Germinal center_ROI019,9260,15437,Germinal center,"SELL; selectin, lymphocyte",-0.181386952,SELL 
306,Germinal center_ROI007,9503,34845,Germinal center,"SELL; selectin, lymphocyte",-1.326504798,SELL 
307,Germinal center_ROI010,9318,33128,Germinal center,"SELL; selectin, lymphocyte",-0.429466339,SELL 
308,Germinal center_ROI016,25388,26749,Germinal center,"SELL; selectin, lymphocyte",-0.471971204,SELL 
309,Germinal center_ROI020,6925,16105,Germinal center,"SELL; selectin, lymphocyte",0.059689482,SELL 
310,Germinal center_ROI021,11177,16145,Germinal center,"SELL; selectin, lymphocyte",-0.916317878,SELL 
311,Germinal center_ROI001,23975,27060,Germinal center,"SELL; selectin, lymphocyte",-0.511690476,SELL 
312,Germinal center_ROI004,25384,18364,Germinal center,"SELL; selectin, lymphocyte",-0.839577423,SELL 
313,Paracortex zone_ROI018,26014,26134,Paracortex zone,"SELL; selectin, lymphocyte",1.029700625,SELL 
314,Paracortex zone_ROI003,23615,27609,Paracortex zone,"SELL; selectin, lymphocyte",0.994245139,SELL 
315,Paracortex zone_ROI009,10097,34409,Paracortex zone,"SELL; selectin, lymphocyte",1.087791653,SELL 
316,Paracortex zone_ROI015,20756,36279,Paracortex zone,"SELL; selectin, lymphocyte",1.449818209,SELL 
317,Paracortex zone_ROI006,25105,18785,Paracortex zone,"SELL; selectin, lymphocyte",0.978532367,SELL 
318,Paracortex zone_ROI012,10169,32873,Paracortex zone,"SELL; selectin, lymphocyte",0.98209837,SELL 
319,Mantle zone_ROI008,9380,34978,Mantle zone,"SELL; selectin, lymphocyte",-0.817729578,SELL 
320,Mantle zone_ROI014,22224,36621,Mantle zone,"SELL; selectin, lymphocyte",0.896380614,SELL 
321,Mantle zone_ROI002,24303,27332,Mantle zone,"SELL; selectin, lymphocyte",1.619822875,SELL 
322,Mantle zone_ROI005,25645,18105,Mantle zone,"SELL; selectin, lymphocyte",1.160566236,SELL 
323,Mantle zone_ROI011,8967,33528,Mantle zone,"SELL; selectin, lymphocyte",-0.109166798,SELL 
324,Mantle zone_ROI017,25314,27219,Mantle zone,"SELL; selectin, lymphocyte",1.250473742,SELL 
325,Germinal center_ROI027,21345,12134,Germinal center,sialyl Lewis x antigen,-1.396412015,SiLXA
326,Germinal center_ROI026,27284,24303,Germinal center,sialyl Lewis x antigen,0.675503837,SiLXA
327,Germinal center_ROI025,22106,13564,Germinal center,sialyl Lewis x antigen,-0.614591112,SiLXA
328,Germinal center_ROI022,7333,20899,Germinal center,sialyl Lewis x antigen,-0.24367491,SiLXA
329,Germinal center_ROI024,20423,22880,Germinal center,sialyl Lewis x antigen,-0.808977935,SiLXA
330,Germinal center_ROI013,21798,36418,Germinal center,sialyl Lewis x antigen,-0.158070265,SiLXA
331,Germinal center_ROI023,12921,26841,Germinal center,sialyl Lewis x antigen,-0.833681645,SiLXA
332,Germinal center_ROI019,9260,15437,Germinal center,sialyl Lewis x antigen,-0.261851285,SiLXA
333,Germinal center_ROI007,9503,34845,Germinal center,sialyl Lewis x antigen,-1.892276224,SiLXA
334,Germinal center_ROI010,9318,33128,Germinal center,sialyl Lewis x antigen,-1.100177369,SiLXA
335,Germinal center_ROI016,25388,26749,Germinal center,sialyl Lewis x antigen,-0.516323892,SiLXA
336,Germinal center_ROI020,6925,16105,Germinal center,sialyl Lewis x antigen,-0.683622411,SiLXA
337,Germinal center_ROI021,11177,16145,Germinal center,sialyl Lewis x antigen,-0.088117808,SiLXA
338,Germinal center_ROI001,23975,27060,Germinal center,sialyl Lewis x antigen,-0.95700838,SiLXA
339,Germinal center_ROI004,25384,18364,Germinal center,sialyl Lewis x antigen,-1.088008531,SiLXA
340,Paracortex zone_ROI018,26014,26134,Paracortex zone,sialyl Lewis x antigen,0.687231027,SiLXA
341,Paracortex zone_ROI003,23615,27609,Paracortex zone,sialyl Lewis x antigen,0.508798974,SiLXA
342,Paracortex zone_ROI009,10097,34409,Paracortex zone,sialyl Lewis x antigen,-0.103565224,SiLXA
343,Paracortex zone_ROI015,20756,36279,Paracortex zone,sialyl Lewis x antigen,0.185333943,SiLXA
344,Paracortex zone_ROI006,25105,18785,Paracortex zone,sialyl Lewis x antigen,1.230114578,SiLXA
345,Paracortex zone_ROI012,10169,32873,Paracortex zone,sialyl Lewis x antigen,0.427056725,SiLXA
346,Mantle zone_ROI008,9380,34978,Mantle zone,sialyl Lewis x antigen,1.018201343,SiLXA
347,Mantle zone_ROI014,22224,36621,Mantle zone,sialyl Lewis x antigen,0.914266342,SiLXA
348,Mantle zone_ROI002,24303,27332,Mantle zone,sialyl Lewis x antigen,2.832170357,SiLXA
349,Mantle zone_ROI005,25645,18105,Mantle zone,sialyl Lewis x antigen,0.727537822,SiLXA
350,Mantle zone_ROI011,8967,33528,Mantle zone,sialyl Lewis x antigen,0.758932494,SiLXA
351,Mantle zone_ROI017,25314,27219,Mantle zone,sialyl Lewis x antigen,0.781211564,SiLXA
352,Germinal center_ROI027,21345,12134,Germinal center,Macrophage receptos,2.368706339,MACR 
353,Germinal center_ROI026,27284,24303,Germinal center,Macrophage receptos,-0.791384848,MACR 
354,Germinal center_ROI025,22106,13564,Germinal center,Macrophage receptos,0.717373637,MACR 
355,Germinal center_ROI022,7333,20899,Germinal center,Macrophage receptos,-1.012221589,MACR 
356,Germinal center_ROI024,20423,22880,Germinal center,Macrophage receptos,0.633130262,MACR 
357,Germinal center_ROI013,21798,36418,Germinal center,Macrophage receptos,-0.33507636,MACR 
358,Germinal center_ROI023,12921,26841,Germinal center,Macrophage receptos,-1.021940485,MACR 
359,Germinal center_ROI019,9260,15437,Germinal center,Macrophage receptos,0.187738723,MACR 
360,Germinal center_ROI007,9503,34845,Germinal center,Macrophage receptos,-0.435552515,MACR 
361,Germinal center_ROI010,9318,33128,Germinal center,Macrophage receptos,-0.431447774,MACR 
362,Germinal center_ROI016,25388,26749,Germinal center,Macrophage receptos,-1.040872398,MACR 
363,Germinal center_ROI020,6925,16105,Germinal center,Macrophage receptos,-1.123917225,MACR 
364,Germinal center_ROI021,11177,16145,Germinal center,Macrophage receptos,-0.376120574,MACR 
365,Germinal center_ROI001,23975,27060,Germinal center,Macrophage receptos,0.828851406,MACR 
366,Germinal center_ROI004,25384,18364,Germinal center,Macrophage receptos,1.360598021,MACR 
367,Paracortex zone_ROI018,26014,26134,Paracortex zone,Macrophage receptos,-1.593576588,MACR 
368,Paracortex zone_ROI003,23615,27609,Paracortex zone,Macrophage receptos,0.288755411,MACR 
369,Paracortex zone_ROI009,10097,34409,Paracortex zone,Macrophage receptos,-0.231073541,MACR 
370,Paracortex zone_ROI015,20756,36279,Paracortex zone,Macrophage receptos,-0.633736941,MACR 
371,Paracortex zone_ROI006,25105,18785,Paracortex zone,Macrophage receptos,0.333523974,MACR 
372,Paracortex zone_ROI012,10169,32873,Paracortex zone,Macrophage receptos,-0.029618609,MACR 
373,Mantle zone_ROI008,9380,34978,Mantle zone,Macrophage receptos,1.887700752,MACR 
374,Mantle zone_ROI014,22224,36621,Mantle zone,Macrophage receptos,1.42005481,MACR 
375,Mantle zone_ROI002,24303,27332,Mantle zone,Macrophage receptos,0.299079391,MACR 
376,Mantle zone_ROI005,25645,18105,Mantle zone,Macrophage receptos,-1.218370749,MACR 
377,Mantle zone_ROI011,8967,33528,Mantle zone,Macrophage receptos,0.639421567,MACR 
378,Mantle zone_ROI017,25314,27219,Mantle zone,Macrophage receptos,-0.690024097,MACR 
379,Germinal center_ROI027,21345,12134,Germinal center,TIGIT; T-cell immunoreceptor with Ig and ITIM domains,-0.262655292,TIGIT
380,Germinal center_ROI026,27284,24303,Germinal center,TIGIT; T-cell immunoreceptor with Ig and ITIM domains,0.039193933,TIGIT
381,Germinal center_ROI025,22106,13564,Germinal center,TIGIT; T-cell immunoreceptor with Ig and ITIM domains,0.637933295,TIGIT
382,Germinal center_ROI022,7333,20899,Germinal center,TIGIT; T-cell immunoreceptor with Ig and ITIM domains,-0.163890628,TIGIT
383,Germinal center_ROI024,20423,22880,Germinal center,TIGIT; T-cell immunoreceptor with Ig and ITIM domains,-0.00335132,TIGIT
384,Germinal center_ROI013,21798,36418,Germinal center,TIGIT; T-cell immunoreceptor with Ig and ITIM domains,0.245190917,TIGIT
385,Germinal center_ROI023,12921,26841,Germinal center,TIGIT; T-cell immunoreceptor with Ig and ITIM domains,-0.011870051,TIGIT
386,Germinal center_ROI019,9260,15437,Germinal center,TIGIT; T-cell immunoreceptor with Ig and ITIM domains,0.378882472,TIGIT
387,Germinal center_ROI007,9503,34845,Germinal center,TIGIT; T-cell immunoreceptor with Ig and ITIM domains,0.785161671,TIGIT
388,Germinal center_ROI010,9318,33128,Germinal center,TIGIT; T-cell immunoreceptor with Ig and ITIM domains,1.43781303,TIGIT
389,Germinal center_ROI016,25388,26749,Germinal center,TIGIT; T-cell immunoreceptor with Ig and ITIM domains,1.225872601,TIGIT
390,Germinal center_ROI020,6925,16105,Germinal center,TIGIT; T-cell immunoreceptor with Ig and ITIM domains,0.525352746,TIGIT
391,Germinal center_ROI021,11177,16145,Germinal center,TIGIT; T-cell immunoreceptor with Ig and ITIM domains,-0.915372866,TIGIT
392,Germinal center_ROI001,23975,27060,Germinal center,TIGIT; T-cell immunoreceptor with Ig and ITIM domains,-0.417114508,TIGIT
393,Germinal center_ROI004,25384,18364,Germinal center,TIGIT; T-cell immunoreceptor with Ig and ITIM domains,-0.44250887,TIGIT
394,Paracortex zone_ROI018,26014,26134,Paracortex zone,TIGIT; T-cell immunoreceptor with Ig and ITIM domains,0.646977721,TIGIT
395,Paracortex zone_ROI003,23615,27609,Paracortex zone,TIGIT; T-cell immunoreceptor with Ig and ITIM domains,-0.191404253,TIGIT
396,Paracortex zone_ROI009,10097,34409,Paracortex zone,TIGIT; T-cell immunoreceptor with Ig and ITIM domains,-1.446448221,TIGIT
397,Paracortex zone_ROI015,20756,36279,Paracortex zone,TIGIT; T-cell immunoreceptor with Ig and ITIM domains,-1.266658431,TIGIT
398,Paracortex zone_ROI006,25105,18785,Paracortex zone,TIGIT; T-cell immunoreceptor with Ig and ITIM domains,-0.52341467,TIGIT
399,Paracortex zone_ROI012,10169,32873,Paracortex zone,TIGIT; T-cell immunoreceptor with Ig and ITIM domains,0.250726318,TIGIT
400,Mantle zone_ROI008,9380,34978,Mantle zone,TIGIT; T-cell immunoreceptor with Ig and ITIM domains,2.434594989,TIGIT
401,Mantle zone_ROI014,22224,36621,Mantle zone,TIGIT; T-cell immunoreceptor with Ig and ITIM domains,0.035074628,TIGIT
402,Mantle zone_ROI002,24303,27332,Mantle zone,TIGIT; T-cell immunoreceptor with Ig and ITIM domains,-1.043695241,TIGIT
403,Mantle zone_ROI005,25645,18105,Mantle zone,TIGIT; T-cell immunoreceptor with Ig and ITIM domains,-2.558010473,TIGIT
404,Mantle zone_ROI011,8967,33528,Mantle zone,TIGIT; T-cell immunoreceptor with Ig and ITIM domains,-0.531714307,TIGIT
405,Mantle zone_ROI017,25314,27219,Mantle zone,TIGIT; T-cell immunoreceptor with Ig and ITIM domains,1.135334812,TIGIT
406,Germinal center_ROI027,21345,12134,Germinal center,"IGSF4, NECL2, TSLC1; immunoglobulin superfamily, member 4",0.04608261,TSLC1
407,Germinal center_ROI026,27284,24303,Germinal center,"IGSF4, NECL2, TSLC1; immunoglobulin superfamily, member 4",1.00065721,TSLC1
408,Germinal center_ROI025,22106,13564,Germinal center,"IGSF4, NECL2, TSLC1; immunoglobulin superfamily, member 4",-0.105032723,TSLC1
409,Germinal center_ROI022,7333,20899,Germinal center,"IGSF4, NECL2, TSLC1; immunoglobulin superfamily, member 4",-1.314771538,TSLC1
410,Germinal center_ROI024,20423,22880,Germinal center,"IGSF4, NECL2, TSLC1; immunoglobulin superfamily, member 4",-0.711127008,TSLC1
411,Germinal center_ROI013,21798,36418,Germinal center,"IGSF4, NECL2, TSLC1; immunoglobulin superfamily, member 4",0.523965892,TSLC1
412,Germinal center_ROI023,12921,26841,Germinal center,"IGSF4, NECL2, TSLC1; immunoglobulin superfamily, member 4",0.819032557,TSLC1
413,Germinal center_ROI019,9260,15437,Germinal center,"IGSF4, NECL2, TSLC1; immunoglobulin superfamily, member 4",-1.186544444,TSLC1
414,Germinal center_ROI007,9503,34845,Germinal center,"IGSF4, NECL2, TSLC1; immunoglobulin superfamily, member 4",0.057131547,TSLC1
415,Germinal center_ROI010,9318,33128,Germinal center,"IGSF4, NECL2, TSLC1; immunoglobulin superfamily, member 4",0.489969169,TSLC1
416,Germinal center_ROI016,25388,26749,Germinal center,"IGSF4, NECL2, TSLC1; immunoglobulin superfamily, member 4",-0.335629209,TSLC1
417,Germinal center_ROI020,6925,16105,Germinal center,"IGSF4, NECL2, TSLC1; immunoglobulin superfamily, member 4",-0.185940015,TSLC1
418,Germinal center_ROI021,11177,16145,Germinal center,"IGSF4, NECL2, TSLC1; immunoglobulin superfamily, member 4",-0.800234425,TSLC1
419,Germinal center_ROI001,23975,27060,Germinal center,"IGSF4, NECL2, TSLC1; immunoglobulin superfamily, member 4",-1.50128151,TSLC1
420,Germinal center_ROI004,25384,18364,Germinal center,"IGSF4, NECL2, TSLC1; immunoglobulin superfamily, member 4",-0.512740709,TSLC1
421,Paracortex zone_ROI018,26014,26134,Paracortex zone,"IGSF4, NECL2, TSLC1; immunoglobulin superfamily, member 4",0.210626389,TSLC1
422,Paracortex zone_ROI003,23615,27609,Paracortex zone,"IGSF4, NECL2, TSLC1; immunoglobulin superfamily, member 4",-1.096274337,TSLC1
423,Paracortex zone_ROI009,10097,34409,Paracortex zone,"IGSF4, NECL2, TSLC1; immunoglobulin superfamily, member 4",-0.951359905,TSLC1
424,Paracortex zone_ROI015,20756,36279,Paracortex zone,"IGSF4, NECL2, TSLC1; immunoglobulin superfamily, member 4",-2.058981073,TSLC1
425,Paracortex zone_ROI006,25105,18785,Paracortex zone,"IGSF4, NECL2, TSLC1; immunoglobulin superfamily, member 4",0.888547776,TSLC1
426,Paracortex zone_ROI012,10169,32873,Paracortex zone,"IGSF4, NECL2, TSLC1; immunoglobulin superfamily, member 4",-0.098575206,TSLC1
427,Mantle zone_ROI008,9380,34978,Mantle zone,"IGSF4, NECL2, TSLC1; immunoglobulin superfamily, member 4",1.622957499,TSLC1
428,Mantle zone_ROI014,22224,36621,Mantle zone,"IGSF4, NECL2, TSLC1; immunoglobulin superfamily, member 4",0.614037565,TSLC1
429,Mantle zone_ROI002,24303,27332,Mantle zone,"IGSF4, NECL2, TSLC1; immunoglobulin superfamily, member 4",0.228410808,TSLC1
430,Mantle zone_ROI005,25645,18105,Mantle zone,"IGSF4, NECL2, TSLC1; immunoglobulin superfamily, member 4",1.044657771,TSLC1
431,Mantle zone_ROI011,8967,33528,Mantle zone,"IGSF4, NECL2, TSLC1; immunoglobulin superfamily, member 4",1.556666743,TSLC1
432,Mantle zone_ROI017,25314,27219,Mantle zone,"IGSF4, NECL2, TSLC1; immunoglobulin superfamily, member 4",1.755748564,TSLC1
433,Germinal center_ROI027,21345,12134,Germinal center,ECM-receptor interaction,-1.10397638,ECMR 
434,Germinal center_ROI026,27284,24303,Germinal center,ECM-receptor interaction,-0.724716403,ECMR 
435,Germinal center_ROI025,22106,13564,Germinal center,ECM-receptor interaction,-0.786337707,ECMR 
436,Germinal center_ROI022,7333,20899,Germinal center,ECM-receptor interaction,-0.156433829,ECMR 
437,Germinal center_ROI024,20423,22880,Germinal center,ECM-receptor interaction,-1.654178533,ECMR 
438,Germinal center_ROI013,21798,36418,Germinal center,ECM-receptor interaction,-0.198336439,ECMR 
439,Germinal center_ROI023,12921,26841,Germinal center,ECM-receptor interaction,-0.689959952,ECMR 
440,Germinal center_ROI019,9260,15437,Germinal center,ECM-receptor interaction,-0.05336023,ECMR 
441,Germinal center_ROI007,9503,34845,Germinal center,ECM-receptor interaction,-0.274650164,ECMR 
442,Germinal center_ROI010,9318,33128,Germinal center,ECM-receptor interaction,-0.163886369,ECMR 
443,Germinal center_ROI016,25388,26749,Germinal center,ECM-receptor interaction,0.400866968,ECMR 
444,Germinal center_ROI020,6925,16105,Germinal center,ECM-receptor interaction,0.955302647,ECMR 
445,Germinal center_ROI021,11177,16145,Germinal center,ECM-receptor interaction,-0.869909022,ECMR 
446,Germinal center_ROI001,23975,27060,Germinal center,ECM-receptor interaction,-1.926400281,ECMR 
447,Germinal center_ROI004,25384,18364,Germinal center,ECM-receptor interaction,-1.156545671,ECMR 
448,Paracortex zone_ROI018,26014,26134,Paracortex zone,ECM-receptor interaction,-0.1977184,ECMR 
449,Paracortex zone_ROI003,23615,27609,Paracortex zone,ECM-receptor interaction,0.582236813,ECMR 
450,Paracortex zone_ROI009,10097,34409,Paracortex zone,ECM-receptor interaction,-0.349937744,ECMR 
451,Paracortex zone_ROI015,20756,36279,Paracortex zone,ECM-receptor interaction,-0.10294933,ECMR 
452,Paracortex zone_ROI006,25105,18785,Paracortex zone,ECM-receptor interaction,0.91762683,ECMR 
453,Paracortex zone_ROI012,10169,32873,Paracortex zone,ECM-receptor interaction,0.650035257,ECMR 
454,Mantle zone_ROI008,9380,34978,Mantle zone,ECM-receptor interaction,1.578767681,ECMR 
455,Mantle zone_ROI014,22224,36621,Mantle zone,ECM-receptor interaction,0.871644858,ECMR 
456,Mantle zone_ROI002,24303,27332,Mantle zone,ECM-receptor interaction,-0.229656141,ECMR 
457,Mantle zone_ROI005,25645,18105,Mantle zone,ECM-receptor interaction,0.757617921,ECMR 
458,Mantle zone_ROI011,8967,33528,Mantle zone,ECM-receptor interaction,1.860514822,ECMR 
459,Mantle zone_ROI017,25314,27219,Mantle zone,ECM-receptor interaction,2.064338798,ECMR 
460,Germinal center_ROI027,21345,12134,Germinal center,CD44; CD44 antigen,-1.253439723,CD44 
461,Germinal center_ROI026,27284,24303,Germinal center,CD44; CD44 antigen,-0.80114853,CD44 
462,Germinal center_ROI025,22106,13564,Germinal center,CD44; CD44 antigen,-0.677523149,CD44 
463,Germinal center_ROI022,7333,20899,Germinal center,CD44; CD44 antigen,-0.655320934,CD44 
464,Germinal center_ROI024,20423,22880,Germinal center,CD44; CD44 antigen,-1.636497642,CD44 
465,Germinal center_ROI013,21798,36418,Germinal center,CD44; CD44 antigen,0.512585977,CD44 
466,Germinal center_ROI023,12921,26841,Germinal center,CD44; CD44 antigen,-0.699606957,CD44 
467,Germinal center_ROI019,9260,15437,Germinal center,CD44; CD44 antigen,0.37545761,CD44 
468,Germinal center_ROI007,9503,34845,Germinal center,CD44; CD44 antigen,-0.634394453,CD44 
469,Germinal center_ROI010,9318,33128,Germinal center,CD44; CD44 antigen,0.180727511,CD44 
470,Germinal center_ROI016,25388,26749,Germinal center,CD44; CD44 antigen,0.373997467,CD44 
471,Germinal center_ROI020,6925,16105,Germinal center,CD44; CD44 antigen,1.643775512,CD44 
472,Germinal center_ROI021,11177,16145,Germinal center,CD44; CD44 antigen,-0.187329597,CD44 
473,Germinal center_ROI001,23975,27060,Germinal center,CD44; CD44 antigen,-0.687828805,CD44 
474,Germinal center_ROI004,25384,18364,Germinal center,CD44; CD44 antigen,-0.630078924,CD44 
475,Paracortex zone_ROI018,26014,26134,Paracortex zone,CD44; CD44 antigen,-0.389661256,CD44 
476,Paracortex zone_ROI003,23615,27609,Paracortex zone,CD44; CD44 antigen,-0.030842381,CD44 
477,Paracortex zone_ROI009,10097,34409,Paracortex zone,CD44; CD44 antigen,-1.379374508,CD44 
478,Paracortex zone_ROI015,20756,36279,Paracortex zone,CD44; CD44 antigen,-0.198856813,CD44 
479,Paracortex zone_ROI006,25105,18785,Paracortex zone,CD44; CD44 antigen,-0.459214806,CD44 
480,Paracortex zone_ROI012,10169,32873,Paracortex zone,CD44; CD44 antigen,-0.563480762,CD44 
481,Mantle zone_ROI008,9380,34978,Mantle zone,CD44; CD44 antigen,1.941145369,CD44 
482,Mantle zone_ROI014,22224,36621,Mantle zone,CD44; CD44 antigen,1.754940455,CD44 
483,Mantle zone_ROI002,24303,27332,Mantle zone,CD44; CD44 antigen,0.856113573,CD44 
484,Mantle zone_ROI005,25645,18105,Mantle zone,CD44; CD44 antigen,0.723475646,CD44 
485,Mantle zone_ROI011,8967,33528,Mantle zone,CD44; CD44 antigen,0.47496971,CD44 
486,Mantle zone_ROI017,25314,27219,Mantle zone,CD44; CD44 antigen,2.047410409,CD44 
487,Germinal center_ROI027,21345,12134,Germinal center,Autoimmune thyroid disease,-0.991787314,ATD  
488,Germinal center_ROI026,27284,24303,Germinal center,Autoimmune thyroid disease,-1.000147636,ATD  
489,Germinal center_ROI025,22106,13564,Germinal center,Autoimmune thyroid disease,1.05380122,ATD  
490,Germinal center_ROI022,7333,20899,Germinal center,Autoimmune thyroid disease,2.075620325,ATD  
491,Germinal center_ROI024,20423,22880,Germinal center,Autoimmune thyroid disease,2.094737261,ATD  
492,Germinal center_ROI013,21798,36418,Germinal center,Autoimmune thyroid disease,1.013785336,ATD  
493,Germinal center_ROI023,12921,26841,Germinal center,Autoimmune thyroid disease,-0.185707491,ATD  
494,Germinal center_ROI019,9260,15437,Germinal center,Autoimmune thyroid disease,-0.340787162,ATD  
495,Germinal center_ROI007,9503,34845,Germinal center,Autoimmune thyroid disease,-1.18191828,ATD  
496,Germinal center_ROI010,9318,33128,Germinal center,Autoimmune thyroid disease,0.672212171,ATD  
497,Germinal center_ROI016,25388,26749,Germinal center,Autoimmune thyroid disease,-0.973148726,ATD  
498,Germinal center_ROI020,6925,16105,Germinal center,Autoimmune thyroid disease,-0.062726857,ATD  
499,Germinal center_ROI021,11177,16145,Germinal center,Autoimmune thyroid disease,-0.504468341,ATD  
500,Germinal center_ROI001,23975,27060,Germinal center,Autoimmune thyroid disease,-0.332216991,ATD  
501,Germinal center_ROI004,25384,18364,Germinal center,Autoimmune thyroid disease,-0.678688752,ATD  
502,Paracortex zone_ROI018,26014,26134,Paracortex zone,Autoimmune thyroid disease,-0.270890091,ATD  
503,Paracortex zone_ROI003,23615,27609,Paracortex zone,Autoimmune thyroid disease,0.230567119,ATD  
504,Paracortex zone_ROI009,10097,34409,Paracortex zone,Autoimmune thyroid disease,-1.468233202,ATD  
505,Paracortex zone_ROI015,20756,36279,Paracortex zone,Autoimmune thyroid disease,-0.485764105,ATD  
506,Paracortex zone_ROI006,25105,18785,Paracortex zone,Autoimmune thyroid disease,1.676543797,ATD  
507,Paracortex zone_ROI012,10169,32873,Paracortex zone,Autoimmune thyroid disease,0.495455369,ATD  
508,Mantle zone_ROI008,9380,34978,Mantle zone,Autoimmune thyroid disease,-0.57912715,ATD  
509,Mantle zone_ROI014,22224,36621,Mantle zone,Autoimmune thyroid disease,0.602324567,ATD  
510,Mantle zone_ROI002,24303,27332,Mantle zone,Autoimmune thyroid disease,-0.709213547,ATD  
511,Mantle zone_ROI005,25645,18105,Mantle zone,Autoimmune thyroid disease,-1.193043479,ATD  
512,Mantle zone_ROI011,8967,33528,Mantle zone,Autoimmune thyroid disease,-0.054383264,ATD  
513,Mantle zone_ROI017,25314,27219,Mantle zone,Autoimmune thyroid disease,1.097205221,ATD  
514,Germinal center_ROI027,21345,12134,Germinal center,"Infectious diseases, Bacterial invasion of epithelial cells",-0.944333494,BACT 
515,Germinal center_ROI026,27284,24303,Germinal center,"Infectious diseases, Bacterial invasion of epithelial cells",-0.762672625,BACT 
516,Germinal center_ROI025,22106,13564,Germinal center,"Infectious diseases, Bacterial invasion of epithelial cells",-0.495277343,BACT 
517,Germinal center_ROI022,7333,20899,Germinal center,"Infectious diseases, Bacterial invasion of epithelial cells",0.373245825,BACT 
518,Germinal center_ROI024,20423,22880,Germinal center,"Infectious diseases, Bacterial invasion of epithelial cells",-0.820785549,BACT 
519,Germinal center_ROI013,21798,36418,Germinal center,"Infectious diseases, Bacterial invasion of epithelial cells",0.834837548,BACT 
520,Germinal center_ROI023,12921,26841,Germinal center,"Infectious diseases, Bacterial invasion of epithelial cells",1.258484845,BACT 
521,Germinal center_ROI019,9260,15437,Germinal center,"Infectious diseases, Bacterial invasion of epithelial cells",1.443494133,BACT 
522,Germinal center_ROI007,9503,34845,Germinal center,"Infectious diseases, Bacterial invasion of epithelial cells",0.691151207,BACT 
523,Germinal center_ROI010,9318,33128,Germinal center,"Infectious diseases, Bacterial invasion of epithelial cells",1.333640137,BACT 
524,Germinal center_ROI016,25388,26749,Germinal center,"Infectious diseases, Bacterial invasion of epithelial cells",1.621250446,BACT 
525,Germinal center_ROI020,6925,16105,Germinal center,"Infectious diseases, Bacterial invasion of epithelial cells",1.980871449,BACT 
526,Germinal center_ROI021,11177,16145,Germinal center,"Infectious diseases, Bacterial invasion of epithelial cells",0.622765399,BACT 
527,Germinal center_ROI001,23975,27060,Germinal center,"Infectious diseases, Bacterial invasion of epithelial cells",-0.100046187,BACT 
528,Germinal center_ROI004,25384,18364,Germinal center,"Infectious diseases, Bacterial invasion of epithelial cells",0.722039173,BACT 
529,Paracortex zone_ROI018,26014,26134,Paracortex zone,"Infectious diseases, Bacterial invasion of epithelial cells",0.586677428,BACT 
530,Paracortex zone_ROI003,23615,27609,Paracortex zone,"Infectious diseases, Bacterial invasion of epithelial cells",-0.881694137,BACT 
531,Paracortex zone_ROI009,10097,34409,Paracortex zone,"Infectious diseases, Bacterial invasion of epithelial cells",-0.775632097,BACT 
532,Paracortex zone_ROI015,20756,36279,Paracortex zone,"Infectious diseases, Bacterial invasion of epithelial cells",-0.841603204,BACT 
533,Paracortex zone_ROI006,25105,18785,Paracortex zone,"Infectious diseases, Bacterial invasion of epithelial cells",-0.213482884,BACT 
534,Paracortex zone_ROI012,10169,32873,Paracortex zone,"Infectious diseases, Bacterial invasion of epithelial cells",-0.568913515,BACT 
535,Mantle zone_ROI008,9380,34978,Mantle zone,"Infectious diseases, Bacterial invasion of epithelial cells",-1.057278476,BACT 
536,Mantle zone_ROI014,22224,36621,Mantle zone,"Infectious diseases, Bacterial invasion of epithelial cells",-1.080106332,BACT 
537,Mantle zone_ROI002,24303,27332,Mantle zone,"Infectious diseases, Bacterial invasion of epithelial cells",-1.945952666,BACT 
538,Mantle zone_ROI005,25645,18105,Mantle zone,"Infectious diseases, Bacterial invasion of epithelial cells",-0.644205167,BACT 
539,Mantle zone_ROI011,8967,33528,Mantle zone,"Infectious diseases, Bacterial invasion of epithelial cells",-0.295816006,BACT 
540,Mantle zone_ROI017,25314,27219,Mantle zone,"Infectious diseases, Bacterial invasion of epithelial cells",-0.040657906,BACT 
541,Germinal center_ROI027,21345,12134,Germinal center,CD2; CD2 antigen,-1.473909087,CD2  
542,Germinal center_ROI026,27284,24303,Germinal center,CD2; CD2 antigen,-0.291875975,CD2  
543,Germinal center_ROI025,22106,13564,Germinal center,CD2; CD2 antigen,0.0611969,CD2  
544,Germinal center_ROI022,7333,20899,Germinal center,CD2; CD2 antigen,1.120211615,CD2  
545,Germinal center_ROI024,20423,22880,Germinal center,CD2; CD2 antigen,0.689869824,CD2  
546,Germinal center_ROI013,21798,36418,Germinal center,CD2; CD2 antigen,1.088941071,CD2  
