ROI,X_position,Y_position,gene,gene_value,type,SegmentLabel,full_gene_name
M | 6B | 028 | CD20,3849,25684,Memory CD4 T cells,0.010886403960387,Germinal center - CD20+,CD20,Memory CD4 T cells
M | 6B | 028 | CD20,3849,25684,Naïve CD8 T cells,0,Germinal center - CD20+,CD20,Naïve CD8 T cells
M | 6B | 028 | CD20,3849,25684,Memory CD8 T cells,0.00237814786717868,Germinal center - CD20+,CD20,Memory CD8 T cells
M | 6B | 028 | CD20,3849,25684,Natural killer cells,0,Germinal center - CD20+,CD20,Natural killer cells
M | 6B | 028 | CD20,3849,25684,Plasmacytoid dendritic cells,0.00229896860073073,Germinal center - CD20+,CD20,Plasmacytoid dendritic cells
M | 6B | 028 | CD20,3849,25684,Myeloid dendritic cells,0,Germinal center - CD20+,CD20,Myeloid dendritic cells
M | 6B | 028 | CD20,3849,25684,Classical monocytes,0,Germinal center - CD20+,CD20,Classical monocytes
M | 6B | 028 | CD20,3849,25684,"Non-classical, intermediate monocytes",0,Germinal center - CD20+,CD20,"Non-classical, intermediate monocytes"
M | 6B | 028 | CD20,3849,25684,Neutrophils,0.000129960289860592,Germinal center - CD20+,CD20,Neutrophils
M | 6B | 028 | CD20,3849,25684,Regulatory T cells,0.0229497042743322,Germinal center - CD20+,CD20,Regulatory T cells
M | 6B | 028 | CD20,3849,25684,Endothelial cells,0.0098803797574482,Germinal center - CD20+,CD20,Endothelial cells
M | 6B | 028 | CD20,3849,25684,Fibroblasts,0.00726748038628758,Germinal center - CD20+,CD20,Fibroblasts
N | 6B | 029 | CD20,21741,29893,Macrophages,0.0274986225229862,Germinal center - CD20+,CD20,Macrophages
N | 6B | 029 | CD20,21741,29893,Mast cells,0.000307699258104714,Germinal center - CD20+,CD20,Mast cells
N | 6B | 029 | CD20,21741,29893,Naïve B cells,0.248382357956651,Germinal center - CD20+,CD20,Naïve B cells
N | 6B | 029 | CD20,21741,29893,Memory B cells,0.568946370291642,Germinal center - CD20+,CD20,Memory B cells
N | 6B | 029 | CD20,21741,29893,Plasma cells,0.0454228658996479,Germinal center - CD20+,CD20,Plasma cells
N | 6B | 029 | CD20,21741,29893,Naïve CD4 T cells,0.0468129312071497,Germinal center - CD20+,CD20,Naïve CD4 T cells
N | 6B | 029 | CD20,21741,29893,Memory CD4 T cells,0.00610446777316587,Germinal center - CD20+,CD20,Memory CD4 T cells
N | 6B | 029 | CD20,21741,29893,Naïve CD8 T cells,0,Germinal center - CD20+,CD20,Naïve CD8 T cells
N | 6B | 029 | CD20,21741,29893,Memory CD8 T cells,0.00190170065719064,Germinal center - CD20+,CD20,Memory CD8 T cells
N | 6B | 029 | CD20,21741,29893,Natural killer cells,0,Germinal center - CD20+,CD20,Natural killer cells
N | 6B | 029 | CD20,21741,29893,Plasmacytoid dendritic cells,0.00169448986328111,Germinal center - CD20+,CD20,Plasmacytoid dendritic cells
N | 6B | 029 | CD20,21741,29893,Myeloid dendritic cells,0,Germinal center - CD20+,CD20,Myeloid dendritic cells
N | 6B | 029 | CD20,21741,29893,Classical monocytes,0,Germinal center - CD20+,CD20,Classical monocytes
N | 6B | 029 | CD20,21741,29893,"Non-classical, intermediate monocytes",0,Germinal center - CD20+,CD20,"Non-classical, intermediate monocytes"
N | 6B | 029 | CD20,21741,29893,Neutrophils,0.00178156345119086,Germinal center - CD20+,CD20,Neutrophils
N | 6B | 029 | CD20,21741,29893,Regulatory T cells,0.0259796836576358,Germinal center - CD20+,CD20,Regulatory T cells
N | 6B | 029 | CD20,21741,29893,Endothelial cells,0.0141726262248512,Germinal center - CD20+,CD20,Endothelial cells
N | 6B | 029 | CD20,21741,29893,Fibroblasts,0.010994621236503,Germinal center - CD20+,CD20,Fibroblasts
O | 6B | 030 | CD20,18493,9579,Macrophages,0.0351451568721522,Germinal center - CD20+,CD20,Macrophages
O | 6B | 030 | CD20,18493,9579,Mast cells,0.000327052949357587,Germinal center - CD20+,CD20,Mast cells
O | 6B | 030 | CD20,18493,9579,Naïve B cells,0.328899059698338,Germinal center - CD20+,CD20,Naïve B cells
O | 6B | 030 | CD20,18493,9579,Memory B cells,0.461922632009914,Germinal center - CD20+,CD20,Memory B cells
O | 6B | 030 | CD20,18493,9579,Plasma cells,0.0503554830477954,Germinal center - CD20+,CD20,Plasma cells
O | 6B | 030 | CD20,18493,9579,Naïve CD4 T cells,0.0530723309710413,Germinal center - CD20+,CD20,Naïve CD4 T cells
O | 6B | 030 | CD20,18493,9579,Memory CD4 T cells,0.0144496052907313,Germinal center - CD20+,CD20,Memory CD4 T cells
O | 6B | 030 | CD20,18493,9579,Naïve CD8 T cells,0,Germinal center - CD20+,CD20,Naïve CD8 T cells
O | 6B | 030 | CD20,18493,9579,Memory CD8 T cells,0.0100920869034701,Germinal center - CD20+,CD20,Memory CD8 T cells
O | 6B | 030 | CD20,18493,9579,Natural killer cells,0.00640407496642394,Germinal center - CD20+,CD20,Natural killer cells
O | 6B | 030 | CD20,18493,9579,Plasmacytoid dendritic cells,0,Germinal center - CD20+,CD20,Plasmacytoid dendritic cells
O | 6B | 030 | CD20,18493,9579,Myeloid dendritic cells,0,Germinal center - CD20+,CD20,Myeloid dendritic cells
O | 6B | 030 | CD20,18493,9579,Classical monocytes,0,Germinal center - CD20+,CD20,Classical monocytes
O | 6B | 030 | CD20,18493,9579,"Non-classical, intermediate monocytes",0,Germinal center - CD20+,CD20,"Non-classical, intermediate monocytes"
O | 6B | 030 | CD20,18493,9579,Neutrophils,0.00107979891716739,Germinal center - CD20+,CD20,Neutrophils
O | 6B | 030 | CD20,18493,9579,Regulatory T cells,0.0178793904028554,Germinal center - CD20+,CD20,Regulatory T cells
O | 6B | 030 | CD20,18493,9579,Endothelial cells,0.0122835956209286,Germinal center - CD20+,CD20,Endothelial cells
O | 6B | 030 | CD20,18493,9579,Fibroblasts,0.00808973234982429,Germinal center - CD20+,CD20,Fibroblasts
P | 6B | 031 | CD20,14101,37273,Macrophages,0.0306024886310722,Germinal center - CD20+,CD20,Macrophages
P | 6B | 031 | CD20,14101,37273,Mast cells,0.000149072242299951,Germinal center - CD20+,CD20,Mast cells
P | 6B | 031 | CD20,14101,37273,Naïve B cells,0.300595250579282,Germinal center - CD20+,CD20,Naïve B cells
P | 6B | 031 | CD20,14101,37273,Memory B cells,0.528447939062635,Germinal center - CD20+,CD20,Memory B cells
P | 6B | 031 | CD20,14101,37273,Plasma cells,0.0338512883467851,Germinal center - CD20+,CD20,Plasma cells
P | 6B | 031 | CD20,14101,37273,Naïve CD4 T cells,0.0335841975459481,Germinal center - CD20+,CD20,Naïve CD4 T cells
P | 6B | 031 | CD20,14101,37273,Memory CD4 T cells,0.0164407320498936,Germinal center - CD20+,CD20,Memory CD4 T cells
P | 6B | 031 | CD20,14101,37273,Naïve CD8 T cells,0,Germinal center - CD20+,CD20,Naïve CD8 T cells
P | 6B | 031 | CD20,14101,37273,Memory CD8 T cells,0.00625494695274212,Germinal center - CD20+,CD20,Memory CD8 T cells
P | 6B | 031 | CD20,14101,37273,Natural killer cells,0,Germinal center - CD20+,CD20,Natural killer cells
P | 6B | 031 | CD20,14101,37273,Plasmacytoid dendritic cells,0.00464237382602748,Germinal center - CD20+,CD20,Plasmacytoid dendritic cells
P | 6B | 031 | CD20,14101,37273,Myeloid dendritic cells,0,Germinal center - CD20+,CD20,Myeloid dendritic cells
P | 6B | 031 | CD20,14101,37273,Classical monocytes,0,Germinal center - CD20+,CD20,Classical monocytes
P | 6B | 031 | CD20,14101,37273,"Non-classical, intermediate monocytes",0,Germinal center - CD20+,CD20,"Non-classical, intermediate monocytes"
P | 6B | 031 | CD20,14101,37273,Neutrophils,0.00402216823773717,Germinal center - CD20+,CD20,Neutrophils
P | 6B | 031 | CD20,14101,37273,Regulatory T cells,0.0175013650501397,Germinal center - CD20+,CD20,Regulatory T cells
P | 6B | 031 | CD20,14101,37273,Endothelial cells,0.0126988607639589,Germinal center - CD20+,CD20,Endothelial cells
P | 6B | 031 | CD20,14101,37273,Fibroblasts,0.0112093167114792,Germinal center - CD20+,CD20,Fibroblasts
Q | 6B | 032 | CD20,21888,32371,Macrophages,0.0248372171635799,Germinal center - CD20+,CD20,Macrophages
Q | 6B | 032 | CD20,21888,32371,Mast cells,0.000237867136770349,Germinal center - CD20+,CD20,Mast cells
Q | 6B | 032 | CD20,21888,32371,Naïve B cells,0.282998099475336,Germinal center - CD20+,CD20,Naïve B cells
Q | 6B | 032 | CD20,21888,32371,Memory B cells,0.56341670469203,Germinal center - CD20+,CD20,Memory B cells
Q | 6B | 032 | CD20,21888,32371,Plasma cells,0.0323397777179645,Germinal center - CD20+,CD20,Plasma cells
Q | 6B | 032 | CD20,21888,32371,Naïve CD4 T cells,0.0459451116973179,Germinal center - CD20+,CD20,Naïve CD4 T cells
Q | 6B | 032 | CD20,21888,32371,Memory CD4 T cells,0.00495802696251268,Germinal center - CD20+,CD20,Memory CD4 T cells
Q | 6B | 032 | CD20,21888,32371,Naïve CD8 T cells,0.00901372330871401,Germinal center - CD20+,CD20,Naïve CD8 T cells
Q | 6B | 032 | CD20,21888,32371,Memory CD8 T cells,0.0028965796756498,Germinal center - CD20+,CD20,Memory CD8 T cells
Q | 6B | 032 | CD20,21888,32371,Natural killer cells,0,Germinal center - CD20+,CD20,Natural killer cells
Q | 6B | 032 | CD20,21888,32371,Plasmacytoid dendritic cells,0,Germinal center - CD20+,CD20,Plasmacytoid dendritic cells
Q | 6B | 032 | CD20,21888,32371,Myeloid dendritic cells,0,Germinal center - CD20+,CD20,Myeloid dendritic cells
Q | 6B | 032 | CD20,21888,32371,Classical monocytes,0,Germinal center - CD20+,CD20,Classical monocytes
Q | 6B | 032 | CD20,21888,32371,"Non-classical, intermediate monocytes",0,Germinal center - CD20+,CD20,"Non-classical, intermediate monocytes"
Q | 6B | 032 | CD20,21888,32371,Neutrophils,0.00172000522315521,Germinal center - CD20+,CD20,Neutrophils
Q | 6B | 032 | CD20,21888,32371,Regulatory T cells,0.012236252930744,Germinal center - CD20+,CD20,Regulatory T cells
Q | 6B | 032 | CD20,21888,32371,Endothelial cells,0.010831384403986,Germinal center - CD20+,CD20,Endothelial cells
Q | 6B | 032 | CD20,21888,32371,Fibroblasts,0.00856924961223905,Germinal center - CD20+,CD20,Fibroblasts
R | 6B | 033 | CD20,16887,39225,Macrophages,0.0373361063813823,Germinal center - CD20+,CD20,Macrophages
R | 6B | 033 | CD20,16887,39225,Mast cells,0.000291074086601477,Germinal center - CD20+,CD20,Mast cells
R | 6B | 033 | CD20,16887,39225,Naïve B cells,0.288602408451838,Germinal center - CD20+,CD20,Naïve B cells
R | 6B | 033 | CD20,16887,39225,Memory B cells,0.502754060705553,Germinal center - CD20+,CD20,Memory B cells
R | 6B | 033 | CD20,16887,39225,Plasma cells,0.04221573201737,Germinal center - CD20+,CD20,Plasma cells
R | 6B | 033 | CD20,16887,39225,Naïve CD4 T cells,0.0702668654851905,Germinal center - CD20+,CD20,Naïve CD4 T cells
R | 6B | 033 | CD20,16887,39225,Memory CD4 T cells,0,Germinal center - CD20+,CD20,Memory CD4 T cells
R | 6B | 033 | CD20,16887,39225,Naïve CD8 T cells,0,Germinal center - CD20+,CD20,Naïve CD8 T cells
R | 6B | 033 | CD20,16887,39225,Memory CD8 T cells,0.00451992256925158,Germinal center - CD20+,CD20,Memory CD8 T cells
R | 6B | 033 | CD20,16887,39225,Natural killer cells,0.00556275322634442,Germinal center - CD20+,CD20,Natural killer cells
R | 6B | 033 | CD20,16887,39225,Plasmacytoid dendritic cells,0.00346262158194291,Germinal center - CD20+,CD20,Plasmacytoid dendritic cells
R | 6B | 033 | CD20,16887,39225,Myeloid dendritic cells,0,Germinal center - CD20+,CD20,Myeloid dendritic cells
R | 6B | 033 | CD20,16887,39225,Classical monocytes,0,Germinal center - CD20+,CD20,Classical monocytes
R | 6B | 033 | CD20,16887,39225,"Non-classical, intermediate monocytes",0,Germinal center - CD20+,CD20,"Non-classical, intermediate monocytes"
R | 6B | 033 | CD20,16887,39225,Neutrophils,0.000149707227738737,Germinal center - CD20+,CD20,Neutrophils
R | 6B | 033 | CD20,16887,39225,Regulatory T cells,0.0258819305125398,Germinal center - CD20+,CD20,Regulatory T cells
R | 6B | 033 | CD20,16887,39225,Endothelial cells,0.00975208735467066,Germinal center - CD20+,CD20,Endothelial cells
R | 6B | 033 | CD20,16887,39225,Fibroblasts,0.00920473039957679,Germinal center - CD20+,CD20,Fibroblasts
S | 6B | 028 | CD3,3849,25684,Macrophages,0.0163761224250765,Germinal center - CD3+,CD3,Macrophages
S | 6B | 028 | CD3,3849,25684,Mast cells,0.000347211882390824,Germinal center - CD3+,CD3,Mast cells
S | 6B | 028 | CD3,3849,25684,Naïve B cells,0.24020470826254,Germinal center - CD3+,CD3,Naïve B cells
S | 6B | 028 | CD3,3849,25684,Memory B cells,0.389957209942116,Germinal center - CD3+,CD3,Memory B cells
S | 6B | 028 | CD3,3849,25684,Plasma cells,0.0334221570410456,Germinal center - CD3+,CD3,Plasma cells
S | 6B | 028 | CD3,3849,25684,Naïve CD4 T cells,0.00668504793279383,Germinal center - CD3+,CD3,Naïve CD4 T cells
S | 6B | 028 | CD3,3849,25684,Memory CD4 T cells,0.225355868495734,Germinal center - CD3+,CD3,Memory CD4 T cells
S | 6B | 028 | CD3,3849,25684,Naïve CD8 T cells,0,Germinal center - CD3+,CD3,Naïve CD8 T cells
S | 6B | 028 | CD3,3849,25684,Memory CD8 T cells,0.00361252574952336,Germinal center - CD3+,CD3,Memory CD8 T cells
S | 6B | 028 | CD3,3849,25684,Natural killer cells,0.004267083239404,Germinal center - CD3+,CD3,Natural killer cells
S | 6B | 028 | CD3,3849,25684,Plasmacytoid dendritic cells,0.00375571087434324,Germinal center - CD3+,CD3,Plasmacytoid dendritic cells
S | 6B | 028 | CD3,3849,25684,Myeloid dendritic cells,0,Germinal center - CD3+,CD3,Myeloid dendritic cells
S | 6B | 028 | CD3,3849,25684,Classical monocytes,0,Germinal center - CD3+,CD3,Classical monocytes
S | 6B | 028 | CD3,3849,25684,"Non-classical, intermediate monocytes",0,Germinal center - CD3+,CD3,"Non-classical, intermediate monocytes"
S | 6B | 028 | CD3,3849,25684,Neutrophils,0,Germinal center - CD3+,CD3,Neutrophils
S | 6B | 028 | CD3,3849,25684,Regulatory T cells,0.0613671914341394,Germinal center - CD3+,CD3,Regulatory T cells
S | 6B | 028 | CD3,3849,25684,Endothelial cells,0.00458370465335343,Germinal center - CD3+,CD3,Endothelial cells
S | 6B | 028 | CD3,3849,25684,Fibroblasts,0.01006545806754,Germinal center - CD3+,CD3,Fibroblasts
T | 6B | 029 | CD3,21741,29893,Macrophages,0.0240320495713893,Germinal center - CD3+,CD3,Macrophages
T | 6B | 029 | CD3,21741,29893,Mast cells,0.000145669502070561,Germinal center - CD3+,CD3,Mast cells
T | 6B | 029 | CD3,21741,29893,Naïve B cells,0.286150357986842,Germinal center - CD3+,CD3,Naïve B cells
T | 6B | 029 | CD3,21741,29893,Memory B cells,0.29018098825742,Germinal center - CD3+,CD3,Memory B cells
T | 6B | 029 | CD3,21741,29893,Plasma cells,0.0338384738399009,Germinal center - CD3+,CD3,Plasma cells
T | 6B | 029 | CD3,21741,29893,Naïve CD4 T cells,0,Germinal center - CD3+,CD3,Naïve CD4 T cells
T | 6B | 029 | CD3,21741,29893,Memory CD4 T cells,0.198631028620206,Germinal center - CD3+,CD3,Memory CD4 T cells
T | 6B | 029 | CD3,21741,29893,Naïve CD8 T cells,0,Germinal center - CD3+,CD3,Naïve CD8 T cells
T | 6B | 029 | CD3,21741,29893,Memory CD8 T cells,0.00802173453865824,Germinal center - CD3+,CD3,Memory CD8 T cells
T | 6B | 029 | CD3,21741,29893,Natural killer cells,0.00405206718855908,Germinal center - CD3+,CD3,Natural killer cells
T | 6B | 029 | CD3,21741,29893,Plasmacytoid dendritic cells,0.00305025162883567,Germinal center - CD3+,CD3,Plasmacytoid dendritic cells
T | 6B | 029 | CD3,21741,29893,Myeloid dendritic cells,0,Germinal center - CD3+,CD3,Myeloid dendritic cells
T | 6B | 029 | CD3,21741,29893,Classical monocytes,0,Germinal center - CD3+,CD3,Classical monocytes
T | 6B | 029 | CD3,21741,29893,"Non-classical, intermediate monocytes",0,Germinal center - CD3+,CD3,"Non-classical, intermediate monocytes"
T | 6B | 029 | CD3,21741,29893,Neutrophils,0.000471312062434531,Germinal center - CD3+,CD3,Neutrophils
T | 6B | 029 | CD3,21741,29893,Regulatory T cells,0.133074200734595,Germinal center - CD3+,CD3,Regulatory T cells
T | 6B | 029 | CD3,21741,29893,Endothelial cells,0.0109759067146239,Germinal center - CD3+,CD3,Endothelial cells
T | 6B | 029 | CD3,21741,29893,Fibroblasts,0.00737595935446549,Germinal center - CD3+,CD3,Fibroblasts
U | 6B | 030 | CD3,18493,9579,Macrophages,0.0170431089526667,Germinal center - CD3+,CD3,Macrophages
U | 6B | 030 | CD3,18493,9579,Mast cells,0.000109477470853686,Germinal center - CD3+,CD3,Mast cells
U | 6B | 030 | CD3,18493,9579,Naïve B cells,0.301673219481977,Germinal center - CD3+,CD3,Naïve B cells
U | 6B | 030 | CD3,18493,9579,Memory B cells,0.302169495219427,Germinal center - CD3+,CD3,Memory B cells
U | 6B | 030 | CD3,18493,9579,Plasma cells,0.0366580459359424,Germinal center - CD3+,CD3,Plasma cells
U | 6B | 030 | CD3,18493,9579,Naïve CD4 T cells,0,Germinal center - CD3+,CD3,Naïve CD4 T cells
U | 6B | 030 | CD3,18493,9579,Memory CD4 T cells,0.174328876409101,Germinal center - CD3+,CD3,Memory CD4 T cells
U | 6B | 030 | CD3,18493,9579,Naïve CD8 T cells,0.00332163608427989,Germinal center - CD3+,CD3,Naïve CD8 T cells
U | 6B | 030 | CD3,18493,9579,Memory CD8 T cells,0.0374820428798826,Germinal center - CD3+,CD3,Memory CD8 T cells
U | 6B | 030 | CD3,18493,9579,Natural killer cells,0.000426047185218705,Germinal center - CD3+,CD3,Natural killer cells
U | 6B | 030 | CD3,18493,9579,Plasmacytoid dendritic cells,0.00266834442640917,Germinal center - CD3+,CD3,Plasmacytoid dendritic cells
U | 6B | 030 | CD3,18493,9579,Myeloid dendritic cells,0,Germinal center - CD3+,CD3,Myeloid dendritic cells
U | 6B | 030 | CD3,18493,9579,Classical monocytes,0,Germinal center - CD3+,CD3,Classical monocytes
U | 6B | 030 | CD3,18493,9579,"Non-classical, intermediate monocytes",0,Germinal center - CD3+,CD3,"Non-classical, intermediate monocytes"
U | 6B | 030 | CD3,18493,9579,Neutrophils,0.00246420752298649,Germinal center - CD3+,CD3,Neutrophils
U | 6B | 030 | CD3,18493,9579,Regulatory T cells,0.106509630569523,Germinal center - CD3+,CD3,Regulatory T cells
U | 6B | 030 | CD3,18493,9579,Endothelial cells,0.00711068357906148,Germinal center - CD3+,CD3,Endothelial cells
U | 6B | 030 | CD3,18493,9579,Fibroblasts,0.00803518428267117,Germinal center - CD3+,CD3,Fibroblasts
V | 6B | 031 | CD3,14101,37273,Macrophages,0.0186832348615416,Germinal center - CD3+,CD3,Macrophages
V | 6B | 031 | CD3,14101,37273,Mast cells,0.000511398886035954,Germinal center - CD3+,CD3,Mast cells
V | 6B | 031 | CD3,14101,37273,Naïve B cells,0.113509664527073,Germinal center - CD3+,CD3,Naïve B cells
V | 6B | 031 | CD3,14101,37273,Memory B cells,0.508537269505621,Germinal center - CD3+,CD3,Memory B cells
V | 6B | 031 | CD3,14101,37273,Plasma cells,0.0287849986446857,Germinal center - CD3+,CD3,Plasma cells
V | 6B | 031 | CD3,14101,37273,Naïve CD4 T cells,0,Germinal center - CD3+,CD3,Naïve CD4 T cells
V | 6B | 031 | CD3,14101,37273,Memory CD4 T cells,0.163425519739467,Germinal center - CD3+,CD3,Memory CD4 T cells
V | 6B | 031 | CD3,14101,37273,Naïve CD8 T cells,0.0167960813645358,Germinal center - CD3+,CD3,Naïve CD8 T cells
V | 6B | 031 | CD3,14101,37273,Memory CD8 T cells,0.0121629482115674,Germinal center - CD3+,CD3,Memory CD8 T cells
V | 6B | 031 | CD3,14101,37273,Natural killer cells,0,Germinal center - CD3+,CD3,Natural killer cells
V | 6B | 031 | CD3,14101,37273,Plasmacytoid dendritic cells,0.000603584334420142,Germinal center - CD3+,CD3,Plasmacytoid dendritic cells
V | 6B | 031 | CD3,14101,37273,Myeloid dendritic cells,0,Germinal center - CD3+,CD3,Myeloid dendritic cells
V | 6B | 031 | CD3,14101,37273,Classical monocytes,0,Germinal center - CD3+,CD3,Classical monocytes
V | 6B | 031 | CD3,14101,37273,"Non-classical, intermediate monocytes",0,Germinal center - CD3+,CD3,"Non-classical, intermediate monocytes"
V | 6B | 031 | CD3,14101,37273,Neutrophils,0,Germinal center - CD3+,CD3,Neutrophils
V | 6B | 031 | CD3,14101,37273,Regulatory T cells,0.125637947497837,Germinal center - CD3+,CD3,Regulatory T cells
V | 6B | 031 | CD3,14101,37273,Endothelial cells,0.0033961846773594,Germinal center - CD3+,CD3,Endothelial cells
V | 6B | 031 | CD3,14101,37273,Fibroblasts,0.0079511677498558,Germinal center - CD3+,CD3,Fibroblasts
W | 6B | 032 | CD3,21888,32371,Macrophages,0.0197789245101254,Germinal center - CD3+,CD3,Macrophages
W | 6B | 032 | CD3,21888,32371,Mast cells,0.000228510733204468,Germinal center - CD3+,CD3,Mast cells
W | 6B | 032 | CD3,21888,32371,Naïve B cells,0.247158433006418,Germinal center - CD3+,CD3,Naïve B cells
W | 6B | 032 | CD3,21888,32371,Memory B cells,0.408937489211215,Germinal center - CD3+,CD3,Memory B cells
W | 6B | 032 | CD3,21888,32371,Plasma cells,0.0336674878812534,Germinal center - CD3+,CD3,Plasma cells
W | 6B | 032 | CD3,21888,32371,Naïve CD4 T cells,0,Germinal center - CD3+,CD3,Naïve CD4 T cells
W | 6B | 032 | CD3,21888,32371,Memory CD4 T cells,0.178926031539899,Germinal center - CD3+,CD3,Memory CD4 T cells
W | 6B | 032 | CD3,21888,32371,Naïve CD8 T cells,0,Germinal center - CD3+,CD3,Naïve CD8 T cells
W | 6B | 032 | CD3,21888,32371,Memory CD8 T cells,0.0070524668271194,Germinal center - CD3+,CD3,Memory CD8 T cells
W | 6B | 032 | CD3,21888,32371,Natural killer cells,0.0029770909664802,Germinal center - CD3+,CD3,Natural killer cells
W | 6B | 032 | CD3,21888,32371,Plasmacytoid dendritic cells,0,Germinal center - CD3+,CD3,Plasmacytoid dendritic cells
W | 6B | 032 | CD3,21888,32371,Myeloid dendritic cells,0,Germinal center - CD3+,CD3,Myeloid dendritic cells
W | 6B | 032 | CD3,21888,32371,Classical monocytes,0,Germinal center - CD3+,CD3,Classical monocytes
W | 6B | 032 | CD3,21888,32371,"Non-classical, intermediate monocytes",0,Germinal center - CD3+,CD3,"Non-classical, intermediate monocytes"
W | 6B | 032 | CD3,21888,32371,Neutrophils,0.00226275156275983,Germinal center - CD3+,CD3,Neutrophils
W | 6B | 032 | CD3,21888,32371,Regulatory T cells,0.0853337451145626,Germinal center - CD3+,CD3,Regulatory T cells
W | 6B | 032 | CD3,21888,32371,Endothelial cells,0.0055836769858005,Germinal center - CD3+,CD3,Endothelial cells
W | 6B | 032 | CD3,21888,32371,Fibroblasts,0.00809339166116182,Germinal center - CD3+,CD3,Fibroblasts
X | 6B | 033 | CD3,16887,39225,Macrophages,0.0158395615899072,Germinal center - CD3+,CD3,Macrophages
X | 6B | 033 | CD3,16887,39225,Mast cells,0.000748005023942744,Germinal center - CD3+,CD3,Mast cells
X | 6B | 033 | CD3,16887,39225,Naïve B cells,0.218980635391662,Germinal center - CD3+,CD3,Naïve B cells
X | 6B | 033 | CD3,16887,39225,Memory B cells,0.397665597018437,Germinal center - CD3+,CD3,Memory B cells
X | 6B | 033 | CD3,16887,39225,Plasma cells,0.0290085285545845,Germinal center - CD3+,CD3,Plasma cells
X | 6B | 033 | CD3,16887,39225,Naïve CD4 T cells,0,Germinal center - CD3+,CD3,Naïve CD4 T cells
X | 6B | 033 | CD3,16887,39225,Memory CD4 T cells,0.239712823741432,Germinal center - CD3+,CD3,Memory CD4 T cells
X | 6B | 033 | CD3,16887,39225,Naïve CD8 T cells,0,Germinal center - CD3+,CD3,Naïve CD8 T cells
X | 6B | 033 | CD3,16887,39225,Memory CD8 T cells,0.00977444477606605,Germinal center - CD3+,CD3,Memory CD8 T cells
X | 6B | 033 | CD3,16887,39225,Natural killer cells,0,Germinal center - CD3+,CD3,Natural killer cells
X | 6B | 033 | CD3,16887,39225,Plasmacytoid dendritic cells,0,Germinal center - CD3+,CD3,Plasmacytoid dendritic cells
X | 6B | 033 | CD3,16887,39225,Myeloid dendritic cells,0,Germinal center - CD3+,CD3,Myeloid dendritic cells
X | 6B | 033 | CD3,16887,39225,Classical monocytes,0,Germinal center - CD3+,CD3,Classical monocytes
X | 6B | 033 | CD3,16887,39225,"Non-classical, intermediate monocytes",0,Germinal center - CD3+,CD3,"Non-classical, intermediate monocytes"
X | 6B | 033 | CD3,16887,39225,Neutrophils,0,Germinal center - CD3+,CD3,Neutrophils
X | 6B | 033 | CD3,16887,39225,Regulatory T cells,0.0790695519480339,Germinal center - CD3+,CD3,Regulatory T cells
X | 6B | 033 | CD3,16887,39225,Endothelial cells,0.00326985619623326,Germinal center - CD3+,CD3,Endothelial cells
X | 6B | 033 | CD3,16887,39225,Fibroblasts,0.00593099575970106,Germinal center - CD3+,CD3,Fibroblasts
Y | 6B | 001 | Full ROI,23975,27060,Macrophages,0.0297929988471144,Germinal center,Geometric,Macrophages
Y | 6B | 001 | Full ROI,23975,27060,Mast cells,0.000174339361070256,Germinal center,Geometric,Mast cells
Y | 6B | 001 | Full ROI,23975,27060,Naïve B cells,0.407584154170506,Germinal center,Geometric,Naïve B cells
Y | 6B | 001 | Full ROI,23975,27060,Memory B cells,0.36674029840281,Germinal center,Geometric,Memory B cells
Y | 6B | 001 | Full ROI,23975,27060,Plasma cells,0.0311331509966712,Germinal center,Geometric,Plasma cells
Y | 6B | 001 | Full ROI,23975,27060,Naïve CD4 T cells,0,Germinal center,Geometric,Naïve CD4 T cells
Y | 6B | 001 | Full ROI,23975,27060,Memory CD4 T cells,0.0277351225369206,Germinal center,Geometric,Memory CD4 T cells
Y | 6B | 001 | Full ROI,23975,27060,Naïve CD8 T cells,0,Germinal center,Geometric,Naïve CD8 T cells
Y | 6B | 001 | Full ROI,23975,27060,Memory CD8 T cells,0.0119475772599202,Germinal center,Geometric,Memory CD8 T cells
Y | 6B | 001 | Full ROI,23975,27060,Natural killer cells,0.00964799617098082,Germinal center,Geometric,Natural killer cells
Y | 6B | 001 | Full ROI,23975,27060,Plasmacytoid dendritic cells,0,Germinal center,Geometric,Plasmacytoid dendritic cells
Y | 6B | 001 | Full ROI,23975,27060,Myeloid dendritic cells,0,Germinal center,Geometric,Myeloid dendritic cells
Y | 6B | 001 | Full ROI,23975,27060,Classical monocytes,0,Germinal center,Geometric,Classical monocytes
Y | 6B | 001 | Full ROI,23975,27060,"Non-classical, intermediate monocytes",0,Germinal center,Geometric,"Non-classical, intermediate monocytes"
Y | 6B | 001 | Full ROI,23975,27060,Neutrophils,0.00306937422092997,Germinal center,Geometric,Neutrophils
Y | 6B | 001 | Full ROI,23975,27060,Regulatory T cells,0.096267254740549,Germinal center,Geometric,Regulatory T cells
Y | 6B | 001 | Full ROI,23975,27060,Endothelial cells,0.00833816482974071,Germinal center,Geometric,Endothelial cells
Y | 6B | 001 | Full ROI,23975,27060,Fibroblasts,0.00756956846278746,Germinal center,Geometric,Fibroblasts
Z | 6B | 004 | Full ROI,25384,18364,Macrophages,0.0459087475819521,Germinal center,Geometric,Macrophages
