ROI,X_position,Y_position,gene,gene_value,type,SegmentLabel,full_gene_name
m | 6B | 027 | Full ROI,21345,12134,Plasma cells,0.0323167261893003,Germinal center,Geometric,Plasma cells
m | 6B | 027 | Full ROI,21345,12134,Naïve CD4 T cells,0,Germinal center,Geometric,Naïve CD4 T cells
m | 6B | 027 | Full ROI,21345,12134,Memory CD4 T cells,0.0398042568571656,Germinal center,Geometric,Memory CD4 T cells
m | 6B | 027 | Full ROI,21345,12134,Naïve CD8 T cells,0,Germinal center,Geometric,Naïve CD8 T cells
m | 6B | 027 | Full ROI,21345,12134,Memory CD8 T cells,0,Germinal center,Geometric,Memory CD8 T cells
m | 6B | 027 | Full ROI,21345,12134,Natural killer cells,0,Germinal center,Geometric,Natural killer cells
m | 6B | 027 | Full ROI,21345,12134,Plasmacytoid dendritic cells,0,Germinal center,Geometric,Plasmacytoid dendritic cells
m | 6B | 027 | Full ROI,21345,12134,Myeloid dendritic cells,0,Germinal center,Geometric,Myeloid dendritic cells
m | 6B | 027 | Full ROI,21345,12134,Classical monocytes,0,Germinal center,Geometric,Classical monocytes
m | 6B | 027 | Full ROI,21345,12134,"Non-classical, intermediate monocytes",0,Germinal center,Geometric,"Non-classical, intermediate monocytes"
m | 6B | 027 | Full ROI,21345,12134,Neutrophils,0.0026775605662052,Germinal center,Geometric,Neutrophils
m | 6B | 027 | Full ROI,21345,12134,Regulatory T cells,0.0609472593115181,Germinal center,Geometric,Regulatory T cells
m | 6B | 027 | Full ROI,21345,12134,Endothelial cells,0.00397515447851037,Germinal center,Geometric,Endothelial cells
m | 6B | 027 | Full ROI,21345,12134,Fibroblasts,0.00643826714916245,Germinal center,Geometric,Fibroblasts
n | 6B | 003 | Full ROI,23615,27609,Macrophages,0.0382773922299143,Paracortex zone,Geometric,Macrophages
n | 6B | 003 | Full ROI,23615,27609,Mast cells,0.000160216224115069,Paracortex zone,Geometric,Mast cells
n | 6B | 003 | Full ROI,23615,27609,Naïve B cells,0.0589776601848575,Paracortex zone,Geometric,Naïve B cells
n | 6B | 003 | Full ROI,23615,27609,Memory B cells,0.052997369372824,Paracortex zone,Geometric,Memory B cells
n | 6B | 003 | Full ROI,23615,27609,Plasma cells,0.00723297809272283,Paracortex zone,Geometric,Plasma cells
n | 6B | 003 | Full ROI,23615,27609,Naïve CD4 T cells,0.523608272539237,Paracortex zone,Geometric,Naïve CD4 T cells
n | 6B | 003 | Full ROI,23615,27609,Memory CD4 T cells,0.0810962211519979,Paracortex zone,Geometric,Memory CD4 T cells
n | 6B | 003 | Full ROI,23615,27609,Naïve CD8 T cells,0.0112659421137759,Paracortex zone,Geometric,Naïve CD8 T cells
n | 6B | 003 | Full ROI,23615,27609,Memory CD8 T cells,0.0359885263779762,Paracortex zone,Geometric,Memory CD8 T cells
n | 6B | 003 | Full ROI,23615,27609,Natural killer cells,0.00971271755082388,Paracortex zone,Geometric,Natural killer cells
n | 6B | 003 | Full ROI,23615,27609,Plasmacytoid dendritic cells,0.00818429892421039,Paracortex zone,Geometric,Plasmacytoid dendritic cells
n | 6B | 003 | Full ROI,23615,27609,Myeloid dendritic cells,0.00441049547824999,Paracortex zone,Geometric,Myeloid dendritic cells
n | 6B | 003 | Full ROI,23615,27609,Classical monocytes,0,Paracortex zone,Geometric,Classical monocytes
n | 6B | 003 | Full ROI,23615,27609,"Non-classical, intermediate monocytes",0.00432995260566617,Paracortex zone,Geometric,"Non-classical, intermediate monocytes"
n | 6B | 003 | Full ROI,23615,27609,Neutrophils,0.00691024099851196,Paracortex zone,Geometric,Neutrophils
n | 6B | 003 | Full ROI,23615,27609,Regulatory T cells,0.126582896306211,Paracortex zone,Geometric,Regulatory T cells
n | 6B | 003 | Full ROI,23615,27609,Endothelial cells,0.0171235692923258,Paracortex zone,Geometric,Endothelial cells
n | 6B | 003 | Full ROI,23615,27609,Fibroblasts,0.0131412505565804,Paracortex zone,Geometric,Fibroblasts
o | 6B | 006 | Full ROI,25105,18785,Macrophages,0.0482429836367648,Paracortex zone,Geometric,Macrophages
o | 6B | 006 | Full ROI,25105,18785,Mast cells,0.000413826505613146,Paracortex zone,Geometric,Mast cells
o | 6B | 006 | Full ROI,25105,18785,Naïve B cells,0.0450662938190331,Paracortex zone,Geometric,Naïve B cells
o | 6B | 006 | Full ROI,25105,18785,Memory B cells,0.0981052290389551,Paracortex zone,Geometric,Memory B cells
o | 6B | 006 | Full ROI,25105,18785,Plasma cells,0.0114801527779549,Paracortex zone,Geometric,Plasma cells
o | 6B | 006 | Full ROI,25105,18785,Naïve CD4 T cells,0.476554762198018,Paracortex zone,Geometric,Naïve CD4 T cells
o | 6B | 006 | Full ROI,25105,18785,Memory CD4 T cells,0.0738106867337981,Paracortex zone,Geometric,Memory CD4 T cells
o | 6B | 006 | Full ROI,25105,18785,Naïve CD8 T cells,0,Paracortex zone,Geometric,Naïve CD8 T cells
o | 6B | 006 | Full ROI,25105,18785,Memory CD8 T cells,0.0568589440788024,Paracortex zone,Geometric,Memory CD8 T cells
o | 6B | 006 | Full ROI,25105,18785,Natural killer cells,0.0108815853158041,Paracortex zone,Geometric,Natural killer cells
o | 6B | 006 | Full ROI,25105,18785,Plasmacytoid dendritic cells,0.00768236141627349,Paracortex zone,Geometric,Plasmacytoid dendritic cells
o | 6B | 006 | Full ROI,25105,18785,Myeloid dendritic cells,0.003770424417291,Paracortex zone,Geometric,Myeloid dendritic cells
o | 6B | 006 | Full ROI,25105,18785,Classical monocytes,0,Paracortex zone,Geometric,Classical monocytes
o | 6B | 006 | Full ROI,25105,18785,"Non-classical, intermediate monocytes",0.00396655915273766,Paracortex zone,Geometric,"Non-classical, intermediate monocytes"
o | 6B | 006 | Full ROI,25105,18785,Neutrophils,0.00485692845647914,Paracortex zone,Geometric,Neutrophils
o | 6B | 006 | Full ROI,25105,18785,Regulatory T cells,0.121435816931646,Paracortex zone,Geometric,Regulatory T cells
o | 6B | 006 | Full ROI,25105,18785,Endothelial cells,0.0220930197949717,Paracortex zone,Geometric,Endothelial cells
o | 6B | 006 | Full ROI,25105,18785,Fibroblasts,0.0147804257258569,Paracortex zone,Geometric,Fibroblasts
p | 6B | 009 | Full ROI,10097,34409,Macrophages,0.0257660437610787,Paracortex zone,Geometric,Macrophages
p | 6B | 009 | Full ROI,10097,34409,Mast cells,0.000271246148878606,Paracortex zone,Geometric,Mast cells
p | 6B | 009 | Full ROI,10097,34409,Naïve B cells,0.00712826319520133,Paracortex zone,Geometric,Naïve B cells
p | 6B | 009 | Full ROI,10097,34409,Memory B cells,0.0248236104668417,Paracortex zone,Geometric,Memory B cells
p | 6B | 009 | Full ROI,10097,34409,Plasma cells,0.0116573221958455,Paracortex zone,Geometric,Plasma cells
p | 6B | 009 | Full ROI,10097,34409,Naïve CD4 T cells,0.590993760365507,Paracortex zone,Geometric,Naïve CD4 T cells
p | 6B | 009 | Full ROI,10097,34409,Memory CD4 T cells,0.0805313168648999,Paracortex zone,Geometric,Memory CD4 T cells
p | 6B | 009 | Full ROI,10097,34409,Naïve CD8 T cells,0.0775743085874496,Paracortex zone,Geometric,Naïve CD8 T cells
p | 6B | 009 | Full ROI,10097,34409,Memory CD8 T cells,0.00167457657762919,Paracortex zone,Geometric,Memory CD8 T cells
p | 6B | 009 | Full ROI,10097,34409,Natural killer cells,0.0110817948044408,Paracortex zone,Geometric,Natural killer cells
p | 6B | 009 | Full ROI,10097,34409,Plasmacytoid dendritic cells,0.00465378304800698,Paracortex zone,Geometric,Plasmacytoid dendritic cells
p | 6B | 009 | Full ROI,10097,34409,Myeloid dendritic cells,0.00279806697686019,Paracortex zone,Geometric,Myeloid dendritic cells
p | 6B | 009 | Full ROI,10097,34409,Classical monocytes,0,Paracortex zone,Geometric,Classical monocytes
p | 6B | 009 | Full ROI,10097,34409,"Non-classical, intermediate monocytes",0.00307618644808254,Paracortex zone,Geometric,"Non-classical, intermediate monocytes"
p | 6B | 009 | Full ROI,10097,34409,Neutrophils,0.00465551667511909,Paracortex zone,Geometric,Neutrophils
p | 6B | 009 | Full ROI,10097,34409,Regulatory T cells,0.136053890344012,Paracortex zone,Geometric,Regulatory T cells
p | 6B | 009 | Full ROI,10097,34409,Endothelial cells,0.00997835375359401,Paracortex zone,Geometric,Endothelial cells
p | 6B | 009 | Full ROI,10097,34409,Fibroblasts,0.00728195978655236,Paracortex zone,Geometric,Fibroblasts
q | 6B | 012 | Full ROI,10169,32873,Macrophages,0.0239557793404293,Paracortex zone,Geometric,Macrophages
q | 6B | 012 | Full ROI,10169,32873,Mast cells,0.000572785550850496,Paracortex zone,Geometric,Mast cells
q | 6B | 012 | Full ROI,10169,32873,Naïve B cells,0.0624784397682208,Paracortex zone,Geometric,Naïve B cells
q | 6B | 012 | Full ROI,10169,32873,Memory B cells,0.0615685248767201,Paracortex zone,Geometric,Memory B cells
q | 6B | 012 | Full ROI,10169,32873,Plasma cells,0.0125659394714827,Paracortex zone,Geometric,Plasma cells
q | 6B | 012 | Full ROI,10169,32873,Naïve CD4 T cells,0.518805736229715,Paracortex zone,Geometric,Naïve CD4 T cells
q | 6B | 012 | Full ROI,10169,32873,Memory CD4 T cells,0.0823807909528914,Paracortex zone,Geometric,Memory CD4 T cells
q | 6B | 012 | Full ROI,10169,32873,Naïve CD8 T cells,0,Paracortex zone,Geometric,Naïve CD8 T cells
q | 6B | 012 | Full ROI,10169,32873,Memory CD8 T cells,0.0449676284457405,Paracortex zone,Geometric,Memory CD8 T cells
q | 6B | 012 | Full ROI,10169,32873,Natural killer cells,0.0060229728107714,Paracortex zone,Geometric,Natural killer cells
q | 6B | 012 | Full ROI,10169,32873,Plasmacytoid dendritic cells,0.00617261606875046,Paracortex zone,Geometric,Plasmacytoid dendritic cells
q | 6B | 012 | Full ROI,10169,32873,Myeloid dendritic cells,0.00323657162900997,Paracortex zone,Geometric,Myeloid dendritic cells
q | 6B | 012 | Full ROI,10169,32873,Classical monocytes,0,Paracortex zone,Geometric,Classical monocytes
q | 6B | 012 | Full ROI,10169,32873,"Non-classical, intermediate monocytes",0.000972387215696707,Paracortex zone,Geometric,"Non-classical, intermediate monocytes"
q | 6B | 012 | Full ROI,10169,32873,Neutrophils,0.00446587647679111,Paracortex zone,Geometric,Neutrophils
q | 6B | 012 | Full ROI,10169,32873,Regulatory T cells,0.14520027556214,Paracortex zone,Geometric,Regulatory T cells
q | 6B | 012 | Full ROI,10169,32873,Endothelial cells,0.0142881916923223,Paracortex zone,Geometric,Endothelial cells
q | 6B | 012 | Full ROI,10169,32873,Fibroblasts,0.012345483908468,Paracortex zone,Geometric,Fibroblasts
r | 6B | 015 | Full ROI,20756,36279,Macrophages,0.0254426031578652,Paracortex zone,Geometric,Macrophages
r | 6B | 015 | Full ROI,20756,36279,Mast cells,0.000399551624267896,Paracortex zone,Geometric,Mast cells
r | 6B | 015 | Full ROI,20756,36279,Naïve B cells,0,Paracortex zone,Geometric,Naïve B cells
r | 6B | 015 | Full ROI,20756,36279,Memory B cells,0.0604040026550333,Paracortex zone,Geometric,Memory B cells
r | 6B | 015 | Full ROI,20756,36279,Plasma cells,0.014889972030722,Paracortex zone,Geometric,Plasma cells
r | 6B | 015 | Full ROI,20756,36279,Naïve CD4 T cells,0.497516680325004,Paracortex zone,Geometric,Naïve CD4 T cells
r | 6B | 015 | Full ROI,20756,36279,Memory CD4 T cells,0.0618437457324795,Paracortex zone,Geometric,Memory CD4 T cells
r | 6B | 015 | Full ROI,20756,36279,Naïve CD8 T cells,0.0832404303147136,Paracortex zone,Geometric,Naïve CD8 T cells
r | 6B | 015 | Full ROI,20756,36279,Memory CD8 T cells,0.0139535689261315,Paracortex zone,Geometric,Memory CD8 T cells
r | 6B | 015 | Full ROI,20756,36279,Natural killer cells,0.0118249154004007,Paracortex zone,Geometric,Natural killer cells
r | 6B | 015 | Full ROI,20756,36279,Plasmacytoid dendritic cells,0.00480178980898822,Paracortex zone,Geometric,Plasmacytoid dendritic cells
r | 6B | 015 | Full ROI,20756,36279,Myeloid dendritic cells,0.00283169201430041,Paracortex zone,Geometric,Myeloid dendritic cells
r | 6B | 015 | Full ROI,20756,36279,Classical monocytes,0,Paracortex zone,Geometric,Classical monocytes
r | 6B | 015 | Full ROI,20756,36279,"Non-classical, intermediate monocytes",0.002526159484845,Paracortex zone,Geometric,"Non-classical, intermediate monocytes"
r | 6B | 015 | Full ROI,20756,36279,Neutrophils,0.00524982614898174,Paracortex zone,Geometric,Neutrophils
r | 6B | 015 | Full ROI,20756,36279,Regulatory T cells,0.193097028272274,Paracortex zone,Geometric,Regulatory T cells
r | 6B | 015 | Full ROI,20756,36279,Endothelial cells,0.0098379954314968,Paracortex zone,Geometric,Endothelial cells
r | 6B | 015 | Full ROI,20756,36279,Fibroblasts,0.0121400386724956,Paracortex zone,Geometric,Fibroblasts
s | 6B | 018 | Full ROI,26014,26134,Macrophages,0.0364250729729395,Paracortex zone,Geometric,Macrophages
s | 6B | 018 | Full ROI,26014,26134,Mast cells,0.000312699402525103,Paracortex zone,Geometric,Mast cells
s | 6B | 018 | Full ROI,26014,26134,Naïve B cells,0.00813777424083206,Paracortex zone,Geometric,Naïve B cells
s | 6B | 018 | Full ROI,26014,26134,Memory B cells,0.0310523088783168,Paracortex zone,Geometric,Memory B cells
s | 6B | 018 | Full ROI,26014,26134,Plasma cells,0.0108132139817055,Paracortex zone,Geometric,Plasma cells
s | 6B | 018 | Full ROI,26014,26134,Naïve CD4 T cells,0.495904070710628,Paracortex zone,Geometric,Naïve CD4 T cells
s | 6B | 018 | Full ROI,26014,26134,Memory CD4 T cells,0.134915490357293,Paracortex zone,Geometric,Memory CD4 T cells
s | 6B | 018 | Full ROI,26014,26134,Naïve CD8 T cells,0.0577835552065277,Paracortex zone,Geometric,Naïve CD8 T cells
s | 6B | 018 | Full ROI,26014,26134,Memory CD8 T cells,0.0121656010740277,Paracortex zone,Geometric,Memory CD8 T cells
s | 6B | 018 | Full ROI,26014,26134,Natural killer cells,0.0131781645503071,Paracortex zone,Geometric,Natural killer cells
s | 6B | 018 | Full ROI,26014,26134,Plasmacytoid dendritic cells,0.00752269940258989,Paracortex zone,Geometric,Plasmacytoid dendritic cells
s | 6B | 018 | Full ROI,26014,26134,Myeloid dendritic cells,0.00354158963456345,Paracortex zone,Geometric,Myeloid dendritic cells
s | 6B | 018 | Full ROI,26014,26134,Classical monocytes,0,Paracortex zone,Geometric,Classical monocytes
s | 6B | 018 | Full ROI,26014,26134,"Non-classical, intermediate monocytes",0.00106197789748689,Paracortex zone,Geometric,"Non-classical, intermediate monocytes"
s | 6B | 018 | Full ROI,26014,26134,Neutrophils,0.00422226025909478,Paracortex zone,Geometric,Neutrophils
s | 6B | 018 | Full ROI,26014,26134,Regulatory T cells,0.159928396052297,Paracortex zone,Geometric,Regulatory T cells
s | 6B | 018 | Full ROI,26014,26134,Endothelial cells,0.0132205140721214,Paracortex zone,Geometric,Endothelial cells
s | 6B | 018 | Full ROI,26014,26134,Fibroblasts,0.00981461130674445,Paracortex zone,Geometric,Fibroblasts
